id,title,key
57,985硕士毕业8年了，还是大头兵，是five么？,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xa4\xa7\xe5\xa4\xb4 \xe7\x9c\x8b\xe4\xb8\x8d\xe5\x88\xb0 \xe7\x94\x9f\xe6\xb4\xbb \xe7\xa1\x95\xe5\xa3\xab \xe6\xaf\x95\xe4\xb8\x9a \xe5\xb8\x8c\xe6\x9c\x9b \xe7\x94\x9f\xe5\x91\xbd \xe8\xa2\xab\xe5\x8a\xa8 \xe5\xa5\xb3\xe5\x8f\x8b'
58,高校辅导员面试完多久有结果啊？？等得心累,b'\xe9\x9d\xa2\xe8\xaf\x95 \xe5\x8f\xaa\xe8\x83\xbd \xe6\xad\xa3\xe8\xa7\x84 \xe6\x88\x90\xe7\xbb\xa9 \xe9\xab\x98\xe6\xa0\xa1 \xe8\xbe\x85\xe5\xaf\xbc\xe5\x91\x98 \xe5\xb1\x81\xe7\x94\xa8 \xe6\x8a\x9b\xe5\xbc\x83 \xe8\x82\xaf\xe5\xae\x9a \xe5\x91\x8a\xe8\xaf\x89'
59,看到一篇文章道尽人生真相,b'\xe5\xa4\xa7\xe5\xad\xa6 \xe4\xba\xba\xe7\x94\x9f \xe4\xbd\x93\xe5\x88\xb6 \xe9\xa3\x9e\xe6\x9c\xba \xe8\xaf\xbb\xe7\x89\xa9 \xe7\x9c\x8b\xe5\x88\xb0 \xe6\x96\x87\xe7\xab\xa0 \xe6\x95\x85\xe4\xb9\xa1 \xe5\x9b\x9e\xe5\x88\xb0 \xe8\x88\xaa\xe7\xa9\xba'
60,为什么内地学校很少有人gap和延毕呢？,b'\xe5\xbb\xb6\xe6\xaf\x95 \xe6\x94\xbf\xe7\xad\x96 \xe5\xa5\xbd\xe5\xa5\xbd \xe4\xba\xba\xe7\x94\x9f \xe4\xb8\x8d\xe7\xae\x97\xe4\xbb\x80\xe4\xb9\x88 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x81\x9a\xe5\x87\xba \xe5\x8e\x9f\xe5\x9b\xa0 \xe9\x80\x89\xe6\x8b\xa9 \xe8\xbe\x85\xe5\xaf\xbc\xe5\x91\x98'
61,深夜emo，觉得自己越来越废,b'\xe5\xad\xa6\xe6\x9c\x9f \xe9\x87\x8d\xe4\xbf\xae \xe9\xab\x98\xe6\x95\xb0 \xe5\x8f\xaa\xe8\x83\xbd \xe6\x84\x9f\xe8\xa7\x89 \xe5\xae\xb9\xe6\x98\x93 \xe7\x89\xb9\xe5\x88\xab \xe7\xbd\x91\xe8\xaf\xbe \xe6\x9c\x89\xe6\x97\xa0 \xe4\xb8\x93\xe4\xb8\x9a\xe8\xaf\xbe'
62,985硕士毕业8年了，还是大头兵，是five么？,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xa4\xa7\xe5\xa4\xb4 \xe7\x9c\x8b\xe4\xb8\x8d\xe5\x88\xb0 \xe7\x94\x9f\xe6\xb4\xbb \xe7\xa1\x95\xe5\xa3\xab \xe6\xaf\x95\xe4\xb8\x9a \xe5\xb8\x8c\xe6\x9c\x9b \xe7\x94\x9f\xe5\x91\xbd \xe8\xa2\xab\xe5\x8a\xa8 \xe5\xa5\xb3\xe5\x8f\x8b'
63,大家来讨论一下国内哪些城市适合躺平吧,b'\xe5\xa5\xbd\xe5\x83\x8f \xe8\xba\xba\xe5\xb9\xb3 \xe6\x88\xbf\xe4\xbb\xb7 \xe5\xb7\xa5\xe4\xbd\x9c \xe7\x9f\xa5\xe9\x81\x93 \xe9\x80\x82\xe5\x90\x88 \xe6\x8e\x92\xe9\x99\xa4 \xe6\x89\xbe\xe5\x88\xb0 \xe8\xae\xa8\xe8\xae\xba\xe4\xb8\x80\xe4\xb8\x8b \xe7\x9b\xae\xe6\xa0\x87'
64,毕业退宿前一天晚上大家在做什么呢,b'\xe8\x8d\x89\xe8\x8d\x89 \xe8\xb5\xb7\xe5\xba\x8a \xe8\xb4\x9f\xe8\xb4\xa3 \xe4\xb8\x8d\xe6\x83\xb3 \xe9\x9a\xbe\xe8\xbf\x87 \xe5\xba\x8a\xe6\x9d\xbf \xe6\x83\xb3\xe4\xb9\xb0 \xe5\x9b\x9e\xe5\xae\xb6 \xe9\x80\x80\xe5\xae\xbf \xe6\xaf\x95\xe4\xb8\x9a'
65,为啥有这么多天坑专业啊,b'\xe4\xb8\x93\xe4\xb8\x9a \xe5\xb7\xa5\xe7\xa7\x91 \xe5\x86\x9c\xe6\x9e\x97 \xe7\x94\x9f\xe5\x8c\x96 \xe7\x8e\xaf\xe6\x9d\x90 \xe5\x90\x84\xe7\xa7\x8d\xe5\x90\x84\xe6\xa0\xb7 \xe8\xb5\xb7\xe7\xa0\x81 \xe8\xae\xa4\xe5\x8f\xaf \xe5\xaf\xb9\xe5\x8f\xa3 \xe4\xbc\x81\xe4\xb8\x9a'
66,准备考编，发现近100个人和我竞争同一个岗位，瞬间想哭怎么办,b'\xe7\x9c\x8b\xe5\x88\xb0 \xe5\xb2\x97\xe4\xbd\x8d \xe5\xba\x94\xe5\xb1\x8a\xe7\x94\x9f \xe5\x8a\xa8\xe5\x8a\x9b \xe6\x89\xbe\xe5\x88\xb0 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\x89\x93\xe7\xae\x97 \xe5\xa5\xbd\xe5\xa5\xbd \xe5\x9b\xbe\xe4\xb9\xa6\xe9\xa6\x86 \xe7\xbb\xa7\xe7\xbb\xad'
67,随便闲聊下周围同学朋友吧,b'\xe5\x90\x8c\xe5\xad\xa6 \xe6\xaf\x95\xe4\xb8\x9a \xe5\xae\x9e\xe4\xb9\xa0 \xe5\xa5\xb3\xe6\x9c\x8b\xe5\x8f\x8b \xe5\xb7\xa5\xe4\xbd\x9c \xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe5\xbe\x88\xe5\xa5\xbd \xe9\x98\xb6\xe6\xae\xb5 \xe5\xbc\x80\xe9\x99\xa4 \xe6\x80\xa7\xe6\xa0\xbc'
68,有没有19、20届处于失业状态的five,b'\xe5\x8e\x8b\xe6\xa0\xb9 \xe6\x9c\x89\xe9\x99\x90 \xe5\xb2\x97\xe4\xbd\x8d \xe8\xb6\x8b\xe5\x8a\xbf \xe5\xa4\xa7\xe5\xad\xa6\xe7\x94\x9f \xe5\xb9\xb3\xe8\xa1\xa1 \xe7\x8a\xb6\xe6\x80\x81 \xe5\xa4\xb1\xe4\xb8\x9a \xe5\xa4\x84\xe4\xba\x8e \xe5\xb7\xa5\xe4\xbd\x9c'
69,小镇做题家们心情焦虑都是怎么解决的呀,b'\xe7\x88\xb6\xe6\xaf\x8d \xe5\xa4\xa7\xe7\x97\x85 \xe6\x8b\x85\xe5\xbf\x83 \xe5\xbf\x83\xe6\x80\x81 \xe6\x94\xaf\xe6\x92\x91 \xe5\x81\xa5\xe5\xba\xb7 \xe7\x84\xa6\xe8\x99\x91 \xe4\xb8\x8d\xe6\x83\xb3 \xe6\x8a\x91\xe9\x83\x81 \xe7\x9c\x9f\xe7\x9a\x84'
70,打算考公的22应届还会去暑假实习吗,b'\xe8\x80\x83\xe5\x85\xac \xe4\xba\x8b\xe6\x83\x85 \xe5\xa4\x8d\xe4\xb9\xa0 \xe8\xae\xba\xe6\x96\x87 \xe6\x84\x9f\xe8\xa7\x89 \xe6\x89\x93\xe7\xae\x97 \xe5\xba\x94\xe5\xb1\x8a \xe6\x94\xbe\xe5\xbc\x83 \xe4\xb8\x8d\xe6\x95\xa2 \xe9\xa2\x98\xe7\x9b\xae'
71,有没有学医的，临毕业不想当医生，觉得当医生好累啊好累啊__,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe8\xbe\x9b\xe8\x8b\xa6 \xe4\xb8\x8d\xe6\x83\xb3 \xe5\x8c\xbb\xe7\x94\x9f \xe5\xbc\x80\xe5\xaf\xbc \xe6\x84\x9f\xe5\x8f\x97 \xe7\x94\x9f\xe7\x90\x86\xe6\x9c\x9f \xe5\x8a\xa0\xe7\x8f\xad \xe6\x83\xb3\xe6\xb3\x95 \xe6\x97\xb6\xe5\x88\xbb'
72,奇怪，入组时不是要有申请吗？,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe5\x8f\x91\xe4\xb8\x8b \xe8\xae\xb0\xe5\xbe\x97 \xe5\xa5\xbd\xe5\x83\x8f \xe7\x94\xb3\xe8\xaf\xb7\xe7\x90\x86\xe7\x94\xb1'
73,说医生穷的可以看看这里,b'\xe7\xa1\x95\xe5\xa3\xab \xe5\xa5\xb3\xe5\x8c\xbb\xe7\x94\x9f \xe7\x9c\x8b\xe7\x9c\x8b \xe6\x84\xbf\xe6\x84\x8f \xe5\x90\x83\xe9\xa6\x99 \xe5\xb9\xb3\xe5\x8f\xb0 \xe8\x96\xaa\xe8\xb5\x84 \xe7\xa0\x81\xe5\x86\x9c \xe5\x8d\xb1\xe6\x9c\xba \xe7\x9c\x9f\xe5\xae\x9e'
74,马上要高考了，复读five能不能改命就在这几天了,b'\xe5\xa4\x8d\xe8\xaf\xbb \xe7\xbb\x8f\xe5\x8e\x86 \xe7\xb4\xa7\xe5\xbc\xa0 \xe9\xab\x98\xe8\x80\x83 \xe6\x94\xb9\xe5\x91\xbd'
75,绩点对考研到底有多大影响,b'\xe8\x80\x83\xe7\xa0\x94 \xe7\xbb\xa9\xe7\x82\xb9 \xe6\xa5\xbc\xe4\xb8\xbb \xe5\xbd\xb1\xe5\x93\x8d \xe7\x9f\xa5\xe9\x81\x93 \xe6\x88\x90\xe7\xbb\xa9 \xe4\xb8\x8d\xe5\xa5\xbd \xe6\x89\x93\xe7\xae\x97 \xe9\xab\x98\xe8\x80\x83 \xe5\x8e\x9f\xe5\x9b\xa0'
76,北大硕士，月薪8k,b'\xe7\xa1\x95\xe5\xa3\xab \xe5\x9b\x9e\xe8\x80\x81\xe5\xae\xb6 \xe9\x80\x80\xe5\xad\xa6 \xe5\x8d\x9a\xe5\xa3\xab \xe6\x9c\x88\xe8\x96\xaa \xe7\xa7\x81\xe7\xab\x8b\xe5\xad\xa6\xe6\xa0\xa1 \xe6\x89\x93\xe7\xae\x97 \xe7\xad\x96\xe7\x95\xa5 \xe5\xb9\xbf\xe5\x91\x8a\xe5\x85\xac\xe5\x8f\xb8 \xe5\x8a\xa9\xe7\x90\x86'
77,关于NGO/NPO的答疑解惑,b'\xe8\xa1\x8c\xe4\xb8\x9a \xe5\x85\xac\xe7\x9b\x8a \xe5\x8f\x91\xe5\xb1\x95 \xe6\xaf\x94\xe8\xbe\x83 \xe5\x9f\xba\xe9\x87\x91\xe4\xbc\x9a \xe7\xa4\xbe\xe4\xbc\x9a \xe9\xa1\xb9\xe7\x9b\xae \xe7\x9b\xb8\xe5\x85\xb3 \xe8\x83\x8c\xe6\x99\xaf \xe4\xb8\x93\xe4\xb8\x9a'
78,东北省会10年老公务员分享职业经历,b'\xe5\x92\xa8\xe8\xaf\xa2 \xe7\xbb\x8f\xe5\x8e\x86 \xe9\x97\xae\xe9\xa2\x98 \xe6\xa5\xbc\xe4\xb8\xbb \xe5\xb8\x96\xe5\xad\x90 \xe8\x80\x81\xe9\x93\x81 \xe8\x81\x8c\xe4\xb8\x9a \xe5\xb7\xa5\xe4\xbd\x9c \xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe7\xa7\x81\xe4\xbf\xa1'
79,考公，先考研再选调是否岗位更好一些,b'\xe8\x80\x83\xe7\xa0\x94 \xe9\x80\x89\xe8\xb0\x83 \xe8\x80\x83\xe5\x85\xac \xe5\xae\xb6\xe4\xb9\xa1 \xe5\x8e\x8b\xe5\x8a\x9b \xe5\xbe\x88\xe7\xa9\xb7 \xe4\xb8\x8d\xe5\xa4\xaa\xe6\x83\xb3 \xe6\x98\xaf\xe5\x90\xa6 \xe5\xb2\x97\xe4\xbd\x8d \xe6\xaf\x95\xe4\xb8\x9a'
80,uu们在多人饭局的时候怎么才能显得正常点啊,b'\xe5\x90\x8c\xe4\xba\x8b \xe5\x90\x83\xe9\xa5\xad \xe6\x98\xbe\xe5\xbe\x97 \xe8\xae\xa4\xe8\xaf\x86 \xe6\x89\x8b\xe6\x9c\xba \xe4\xba\x8b\xe6\x83\x85 \xe9\x99\x8c\xe7\x94\x9f\xe4\xba\xba \xe7\xa4\xbe\xe4\xba\xa4 \xe5\x96\x9d\xe6\xb0\xb4 \xe5\x81\x87\xe8\xa3\x85'
81,讨论&咨询|互联网大厂实习or工作体验,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe5\xa4\xa7\xe5\x8e\x82 \xe5\x9b\xb4\xe5\x9f\x8e \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe5\xb9\xbb\xe6\x83\xb3 \xe5\x8f\xaa\xe8\x83\xbd \xe4\xbd\x93\xe9\xaa\x8c \xe5\x90\x8e\xe6\x82\x94 \xe6\xbb\xa4\xe9\x95\x9c'
82,硕士延毕了，千辛万苦考上的选调估计也凉了,b'\xe8\x80\x83\xe4\xb8\x8a \xe5\xbb\xb6\xe6\xaf\x95 \xe5\x81\x9c\xe6\xad\xa2 \xe7\x8e\xb0\xe5\xae\x9e \xe4\xba\xba\xe7\x94\x9f \xe7\x86\xac\xe5\x87\xba\xe5\xa4\xb4 \xe4\xb8\x80\xe9\x94\xae \xe9\x80\x89\xe8\xb0\x83 \xe4\xbc\xb0\xe8\xae\xa1 \xe7\xa1\x95\xe5\xa3\xab'
83,不想读研但产生了学历焦虑,b'\xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe5\xad\xa6\xe5\x8e\x86 \xe6\xaf\x95\xe4\xb8\x9a \xe7\x9c\x9f\xe7\x9a\x84 \xe7\x84\xa6\xe8\x99\x91 \xe8\x80\x83\xe7\xa0\x94 \xe4\xbf\x9d\xe7\xa0\x94 \xe4\xb8\x8d\xe6\x83\xb3 \xe4\xba\xa7\xe7\x94\x9f \xe6\x88\x90\xe7\xbb\xa9'
84,985本硕five和专科富二代人赢,b'\xe5\x8e\x8b\xe5\x8a\x9b \xe6\xaf\x95\xe4\xb8\x9a \xe5\xad\xa9\xe5\xad\x90 \xe6\x84\x9f\xe8\xa7\x89 \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xb8\x8d\xe7\x94\xa8 \xe6\x88\xbf\xe5\xad\x90 \xe7\xbb\xa7\xe6\x89\xbf \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xae\xb6\xe4\xb8\x9a'
85,连续哭四天了好崩溃,b'\xe7\x89\xb9\xe5\x88\xab \xe5\xb7\xa5\xe4\xbd\x9c \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x88\xbf\xe4\xb8\x9c \xe8\xae\xb2\xe8\xaf\x9d \xe5\xb0\x8f\xe5\x8c\xba \xe7\xa6\xbb\xe5\xbc\x80 \xe4\xb8\x8d\xe6\x83\xb3 \xe8\xa3\x85\xe4\xbf\xae \xe5\x85\xb4\xe8\xb6\xa3'
86,跟高中同学打电话后哭了一场,b'\xe8\xa7\x89\xe5\xbe\x97 \xe5\xa5\xbd\xe7\xb4\xaf \xe8\xaf\xad\xe9\x9f\xb3 \xe8\x8a\xb1\xe7\x97\xb4 \xe8\x87\xaa\xe5\xbe\x8b \xe5\xad\xa6\xe6\xb8\xa3 \xe6\x9c\x89\xe6\xaf\x92 \xe8\x83\xbd\xe5\x8a\x9b \xe6\x89\x8b\xe6\x9c\xba \xe9\x80\x90\xe6\xad\xa5'
87,你真的会选择不婚不育吗？还是口嗨而已？,b'\xe4\xb8\x8d\xe5\xa9\x9a \xe5\xa9\x9a\xe5\xa7\xbb \xe7\xbb\x93\xe5\xa9\x9a \xe5\x8e\x8b\xe5\x8a\x9b \xe7\xa4\xbe\xe4\xbc\x9a \xe4\xb8\x8d\xe8\x82\xb2 \xe5\xb9\xb3\xe5\xba\xb8 \xe7\x94\x9f\xe5\xad\x90 \xe5\xae\x9a\xe4\xb9\x89 \xe8\xba\xab\xe4\xbb\xbd'
88,不想读研但产生了学历焦虑,b'\xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe5\xad\xa6\xe5\x8e\x86 \xe6\xaf\x95\xe4\xb8\x9a \xe7\x9c\x9f\xe7\x9a\x84 \xe7\x84\xa6\xe8\x99\x91 \xe8\x80\x83\xe7\xa0\x94 \xe4\xbf\x9d\xe7\xa0\x94 \xe4\xb8\x8d\xe6\x83\xb3 \xe4\xba\xa7\xe7\x94\x9f \xe6\x88\x90\xe7\xbb\xa9'
89,985本硕five和专科富二代人赢,b'\xe5\x8e\x8b\xe5\x8a\x9b \xe6\xaf\x95\xe4\xb8\x9a \xe5\xad\xa9\xe5\xad\x90 \xe6\x84\x9f\xe8\xa7\x89 \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xb8\x8d\xe7\x94\xa8 \xe6\x88\xbf\xe5\xad\x90 \xe7\xbb\xa7\xe6\x89\xbf \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xae\xb6\xe4\xb8\x9a'
90,连续哭四天了好崩溃,b'\xe7\x89\xb9\xe5\x88\xab \xe5\xb7\xa5\xe4\xbd\x9c \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x88\xbf\xe4\xb8\x9c \xe8\xae\xb2\xe8\xaf\x9d \xe5\xb0\x8f\xe5\x8c\xba \xe7\xa6\xbb\xe5\xbc\x80 \xe4\xb8\x8d\xe6\x83\xb3 \xe8\xa3\x85\xe4\xbf\xae \xe5\x85\xb4\xe8\xb6\xa3'
91,跟高中同学打电话后哭了一场,b'\xe8\xa7\x89\xe5\xbe\x97 \xe5\xa5\xbd\xe7\xb4\xaf \xe8\xaf\xad\xe9\x9f\xb3 \xe8\x8a\xb1\xe7\x97\xb4 \xe8\x87\xaa\xe5\xbe\x8b \xe5\xad\xa6\xe6\xb8\xa3 \xe6\x9c\x89\xe6\xaf\x92 \xe8\x83\xbd\xe5\x8a\x9b \xe6\x89\x8b\xe6\x9c\xba \xe9\x80\x90\xe6\xad\xa5'
92,你真的会选择不婚不育吗？还是口嗨而已？,b'\xe4\xb8\x8d\xe5\xa9\x9a \xe5\xa9\x9a\xe5\xa7\xbb \xe7\xbb\x93\xe5\xa9\x9a \xe5\x8e\x8b\xe5\x8a\x9b \xe7\xa4\xbe\xe4\xbc\x9a \xe4\xb8\x8d\xe8\x82\xb2 \xe5\xb9\xb3\xe5\xba\xb8 \xe7\x94\x9f\xe5\xad\x90 \xe5\xae\x9a\xe4\xb9\x89 \xe8\xba\xab\xe4\xbb\xbd'
93,法考身份核验是人脸识别吗,b'\xe8\xba\xab\xe4\xbb\xbd \xe6\xa0\xb8\xe9\xaa\x8c \xe4\xba\xba\xe8\x84\xb8\xe8\xaf\x86\xe5\x88\xab \xe8\xaf\x81\xe4\xbb\xb6 \xe7\x85\xa7\xe7\x89\x87 \xe7\x96\xab\xe6\x83\x85 \xe5\x8f\xaa\xe8\x83\xbd \xe5\x87\xba\xe4\xb8\x8d\xe5\x8e\xbb \xe7\x94\xb5\xe5\xad\x90 \xe6\x8a\xa5\xe5\x90\x8d'
94,考试月学不进去,b'\xe8\x80\x83\xe8\xaf\x95 \xe6\x82\xa3\xe8\x80\x85 \xe9\x87\x8d\xe5\xba\xa6 \xe6\xb2\xa1\xe7\x9c\x8b \xe4\xb8\x93\xe4\xb8\x9a\xe8\xaf\xbe \xe5\x88\x92\xe6\xb0\xb4 \xe4\xba\x8b\xe6\x83\x85 \xe6\x84\x9f\xe8\xa7\x89 \xe7\xb4\xa7\xe5\xbc\xa0 \xe7\xb2\xbe\xe7\xa5\x9e'
95,考研，研究院和大学研究生有什么区别吗？,b'\xe5\xa4\xa7\xe5\xad\xa6 \xe4\xbf\xa1\xe6\x81\xaf\xe5\xae\x89\xe5\x85\xa8 \xe4\xb8\x93\xe4\xb8\x9a \xe7\xa0\x94\xe7\xa9\xb6\xe9\x99\xa2 \xe7\xa0\x94\xe7\xa9\xb6\xe7\x94\x9f \xe5\x8c\xba\xe5\x88\xab \xe8\xae\xa1\xe7\xae\x97\xe6\x9c\xba \xe4\xb8\x93\xe7\xa1\x95 \xe8\x80\x83\xe7\xa0\x94 \xe8\xbd\xaf\xe5\x92\x8c'
96,一个985废物是如何失败三次的,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\x96\x9c\xe6\xac\xa2 \xe5\xa4\xa7\xe5\xad\xa6 \xe5\x9c\xb0\xe6\x96\xb9 \xe4\xb8\x80\xe7\x9b\xb4 \xe7\x94\xb5\xe5\xbd\xb1 \xe5\xae\xb6\xe5\xba\xad \xe8\xa7\x89\xe5\xbe\x97 \xe6\x84\x9f\xe8\xa7\x89 \xe4\xb8\x8d\xe5\xa5\xbd'
97,本科毕业能找到不错的工作还要读研吗？,b'\xe8\xaf\xbb\xe7\xa0\x94 \xe7\x84\xa6\xe8\x99\x91 \xe4\xb8\x8d\xe9\x94\x99 \xe7\xa0\x94\xe7\xa9\xb6\xe7\x94\x9f \xe6\x9c\xac\xe7\xa7\x91\xe6\xaf\x95\xe4\xb8\x9a \xe9\x80\x82\xe5\x90\x88 \xe8\xae\xa8\xe5\x8e\x8c \xe7\xa7\x91\xe7\xa0\x94 \xe8\xba\xba\xe5\xb9\xb3 \xe6\x94\xbe\xe5\xbc\x83'
98,98five去包邮区当政府合同工值得吗？,b'\xe6\x9c\x8d\xe5\x8a\xa1\xe6\x9c\x9f \xe9\x82\xae\xe5\x8c\xba \xe6\x94\xbf\xe5\xba\x9c \xe5\x90\x88\xe5\x90\x8c\xe5\xb7\xa5 \xe5\x80\xbc\xe5\xbe\x97 \xe5\xbe\x85\xe9\x81\x87 \xe5\x88\xb0\xe6\x89\x8b \xe5\x9c\xb0\xe5\x8c\xba'
99,毕业后的人生一落千丈 在职备考公考 第四次考公 感觉又要失败了,b'\xe6\xaf\x95\xe4\xb8\x9a \xe8\x80\x83\xe8\xaf\x95 \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xb8\x80\xe7\x9b\xb4 \xe5\xa4\x87\xe8\x80\x83 \xe4\xba\xba\xe7\x94\x9f \xe8\x96\xaa\xe8\xb5\x84 \xe6\x84\x9f\xe8\xa7\x89 \xe6\x88\x90\xe7\xbb\xa9 \xe5\xbf\x83\xe6\x80\x81'
100,今天打电话通知我延毕了,b'\xe5\xbb\xb6\xe6\xaf\x95 \xe9\x80\x9a\xe7\x9f\xa5 \xe9\x87\x8f\xe5\xad\x90\xe5\x8a\x9b\xe5\xad\xa6 \xe6\x89\x93\xe7\x94\xb5\xe8\xaf\x9d \xe6\xb0\xb8\xe8\xbf\x9c \xe6\x8c\x82\xe5\x88\xb0'
101,毕业照的碎碎念,b'\xe6\xaf\x95\xe4\xb8\x9a \xe4\xb8\x8d\xe6\x83\xb3 \xe6\xb5\x81\xe8\x8b\x8f \xe6\x90\xad\xe9\x85\x8d \xe6\x9e\xaf\xe6\xa7\x81 \xe7\x8e\xb0\xe5\x9c\xba \xe9\xa3\x9e\xe8\xb5\xb0 \xe7\x81\xb0\xe8\x89\xb2 \xe6\x9c\x8b\xe5\x8f\x8b\xe5\x9c\x88 \xe7\x95\x99\xe5\xbf\xb5'
102,年近30 中流金融985five可以在二线城市找到什么工作？,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe7\x94\x9f\xe6\xb4\xbb \xe5\xb7\xa5\xe8\xb5\x84 \xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe7\xbb\x8f\xe5\x8e\x86 \xe8\xb5\x84\xe6\xa0\xbc \xe6\x97\xa0\xe6\xb3\x95 \xe5\x85\xa8\xe9\xa2\x9d \xe4\xb8\x80\xe9\x87\x91 \xe6\xbb\xa1\xe8\xb6\xb3'
103,明晚（6月5日周六20：30）准备开个直播欢迎大家来聊天,b'\xe6\xac\xa2\xe8\xbf\x8e \xe6\x96\xb0\xe9\x97\xbb \xe5\x87\x86\xe5\xa4\x87 \xe4\xb8\x8a\xe5\x9b\xbe \xe7\x8f\x8d\xe6\x83\x9c \xe6\x88\xbf\xe5\xad\x90 \xe7\xbb\x84\xe8\xa7\x84 \xe5\x90\x8d\xe6\xa0\xa1 \xe8\xae\xa4\xe4\xb8\xba \xe6\x8f\x90\xe9\x86\x92'
104,申研香港和英国，有必要找中介写文书吗？,b'\xe6\x96\x87\xe4\xb9\xa6 \xe5\xbf\x85\xe8\xa6\x81'
105,报盐城下属各县人才引进的uu们，请看过来。,b'\xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe5\xb8\x96\xe5\xad\x90 \xe8\xae\xba\xe5\x9d\x9b \xe6\x83\xb3\xe8\xa6\x81 \xe5\xa4\x87\xe8\x80\x83 \xe5\x9c\xa8\xe8\x81\x8c \xe5\xbc\x95\xe8\xbf\x9b \xe8\xaf\xb7\xe9\x97\xae \xe4\xba\xba\xe6\x89\x8d \xe6\x83\x85\xe5\x86\xb5'
106,找工作&考研&不点外卖打卡,b'\xe8\x80\x83\xe7\xa0\x94 \xe4\xb8\x8d\xe6\x83\xb3 \xe4\xb8\x8d\xe7\x82\xb9 \xe7\x8a\xb6\xe6\x80\x81 \xe5\xa4\xb1\xe4\xb8\x9a \xe6\x89\x93\xe7\xae\x97 \xe5\x9c\xa8\xe8\x81\x8c \xe6\x89\x93\xe5\x8d\xa1 \xe5\xa4\x96\xe5\x8d\x96 \xe8\xbe\x9e\xe8\x81\x8c'
107,。,b''
108,转法学成功要不要降级,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe4\xb8\x93\xe4\xb8\x9a \xe9\x99\x8d\xe7\xba\xa7 \xe6\xb3\x95\xe5\xad\xa6 \xe6\x88\x90\xe5\x8a\x9f \xe9\x9d\xa2\xe8\xaf\x95 \xe5\x8f\x82\xe5\x8a\xa0'
109,雅思正课要求是7/6.5，目前考到6.5了是上语言班还是继续考？,b'\xe6\x9c\x89\xe7\x82\xb9 \xe6\x84\x9f\xe8\xa7\x89 \xe4\xba\x8b\xe6\x83\x85 \xe5\x9d\x9a\xe6\x8c\x81 \xe4\xb8\x8d\xe4\xbd\x8f \xe6\xb0\xb4\xe5\xb9\xb3 \xe8\xaf\xad\xe8\xa8\x80 \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe5\xb7\xa5\xe4\xbd\x9c \xe5\xb7\xb2\xe7\xbb\x8f'
