id,title,key
110,给英语好的98five们推荐一个考研性价比高的地方&一些碎碎念,b'\xe5\xa4\x8d\xe8\xaf\x95 \xe4\xb8\x93\xe4\xb8\x9a \xe7\x94\xb3\xe8\xaf\xb7 \xe6\xb8\x85\xe5\x8d\x8e \xe8\x80\x83\xe7\xa0\x94 \xe6\x80\xbb\xe7\xbb\x93 \xe6\x9c\x80\xe7\xbb\x88 \xe6\x8e\xa8\xe8\x8d\x90 \xe7\xbb\xb4\xe6\x8c\x81 \xe8\xae\xa1\xe7\xae\x97\xe6\x9c\xba'
111,five自救，纯树洞记录,b'\xe8\xae\xb0\xe5\xbd\x95 \xe6\xa0\x91\xe6\xb4\x9e \xe8\x87\xaa\xe6\x95\x91 \xe6\x89\x93\xe5\x8d\xa1 \xe5\x9c\xb0\xe6\x96\xb9'
112,我说话不冲吧？,b'\xe5\x8f\x91\xe7\x8e\xb0 \xe6\x88\x90\xe4\xb8\xba \xe8\xa7\x89\xe5\xbe\x97 \xe5\x93\xad\xe8\xaf\x89 \xe9\x9a\xbe\xe8\xbf\x87 \xe5\xad\xa9\xe5\xad\x90 \xe7\x94\x9f\xe6\xb0\x94 \xe8\xb0\x88\xe5\xbf\x83 \xe5\xa6\x88\xe5\xa6\x88 \xe6\x9c\x8b\xe5\x8f\x8b'
113,大家毕业这段时间都在干嘛,b'\xe9\x97\xb2\xe4\xb8\x8b\xe6\x9d\xa5 \xe6\x89\x8b\xe6\x9c\xba \xe6\x97\x85\xe8\xa1\x8c \xe8\xae\xba\xe6\x96\x87 \xe4\xb8\x8d\xe6\x83\xb3 \xe8\xa1\xac\xe6\x89\x98 \xe6\xb8\xb8\xe6\x88\x8f \xe6\x9c\x89\xe7\x82\xb9 \xe4\xb9\xa0\xe6\x83\xaf \xe6\xb2\xa1\xe6\x84\x8f\xe6\x80\x9d'
114,__读研的意义是什么,b'\xe5\xb8\x96\xe5\xad\x90 \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x89\xbf\xe8\xaf\xba \xe7\xa7\x91\xe7\xa0\x94 \xe5\x8a\xa9\xe7\x90\x86 \xe5\xad\xa6\xe6\xa0\xa1 \xe7\x94\x9f\xe6\xb4\xbb \xe6\x97\xb6\xe9\x97\xb4 \xe8\xaf\xbb\xe7\xa0\x94 \xe9\xa1\xb9\xe7\x9b\xae'
115,人才引进，多远算是异地呢？,b'\xe5\xbc\x82\xe5\x9c\xb0 \xe7\xae\x97\xe6\x98\xaf \xe5\xbc\x95\xe8\xbf\x9b \xe6\xaf\x94\xe8\xbe\x83\xe6\xbb\xa1\xe6\x84\x8f \xe5\x85\xac\xe4\xba\xa4 \xe4\xba\xba\xe6\x89\x8d \xe6\x8b\x9b\xe8\x80\x83 \xe5\x8d\x95\xe4\xbd\x8d \xe5\xb7\xa5\xe4\xbd\x9c \xe5\x9c\xb0\xe7\x82\xb9'
116,有学艺术史的朋友吗，这专业怎么样？,b'\xe7\x94\xbb\xe7\x94\xbb \xe4\xb8\x93\xe4\xb8\x9a \xe5\xad\xa6\xe4\xb9\xa0 \xe5\xad\xa6\xe6\xa0\xa1 \xe8\x80\x81\xe5\xb8\x88 \xe8\xae\xbe\xe8\xae\xa1 \xe5\xba\x9f\xe7\x89\xa9 \xe8\x80\x83\xe7\xa0\x94 \xe5\x96\x9c\xe6\xac\xa2 \xe5\xb7\xa5\xe4\xbd\x9c'
117,22届five强制实习到八月，不知道后面怎么办,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\xb4\xbb\xe5\x8a\xa8 \xe9\xa1\xb9\xe7\x9b\xae \xe7\x84\xa6\xe8\x99\x91\xe7\x97\x87 \xe7\xa4\xbe\xe4\xba\xa4 \xe8\x83\x9c\xe4\xbb\xbb \xe8\x8b\xa6\xe6\x81\xbc \xe4\xba\xa7\xe5\x93\x81 \xe6\xb5\x81\xe6\xb3\xaa'
118,大家毕业这段时间都在干嘛,b'\xe9\x97\xb2\xe4\xb8\x8b\xe6\x9d\xa5 \xe6\x89\x8b\xe6\x9c\xba \xe6\x97\x85\xe8\xa1\x8c \xe8\xae\xba\xe6\x96\x87 \xe4\xb8\x8d\xe6\x83\xb3 \xe8\xa1\xac\xe6\x89\x98 \xe6\xb8\xb8\xe6\x88\x8f \xe6\x9c\x89\xe7\x82\xb9 \xe4\xb9\xa0\xe6\x83\xaf \xe6\xb2\xa1\xe6\x84\x8f\xe6\x80\x9d'
119,__读研的意义是什么,b'\xe5\xb8\x96\xe5\xad\x90 \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x89\xbf\xe8\xaf\xba \xe7\xa7\x91\xe7\xa0\x94 \xe5\x8a\xa9\xe7\x90\x86 \xe5\xad\xa6\xe6\xa0\xa1 \xe7\x94\x9f\xe6\xb4\xbb \xe6\x97\xb6\xe9\x97\xb4 \xe8\xaf\xbb\xe7\xa0\x94 \xe9\xa1\xb9\xe7\x9b\xae'
120,人才引进，多远算是异地呢？,b'\xe5\xbc\x82\xe5\x9c\xb0 \xe7\xae\x97\xe6\x98\xaf \xe5\xbc\x95\xe8\xbf\x9b \xe6\xaf\x94\xe8\xbe\x83\xe6\xbb\xa1\xe6\x84\x8f \xe5\x85\xac\xe4\xba\xa4 \xe4\xba\xba\xe6\x89\x8d \xe6\x8b\x9b\xe8\x80\x83 \xe5\x8d\x95\xe4\xbd\x8d \xe5\xb7\xa5\xe4\xbd\x9c \xe5\x9c\xb0\xe7\x82\xb9'
121,有学艺术史的朋友吗，这专业怎么样？,b'\xe7\x94\xbb\xe7\x94\xbb \xe4\xb8\x93\xe4\xb8\x9a \xe5\xad\xa6\xe4\xb9\xa0 \xe5\xad\xa6\xe6\xa0\xa1 \xe8\x80\x81\xe5\xb8\x88 \xe8\xae\xbe\xe8\xae\xa1 \xe5\xba\x9f\xe7\x89\xa9 \xe8\x80\x83\xe7\xa0\x94 \xe5\x96\x9c\xe6\xac\xa2 \xe5\xb7\xa5\xe4\xbd\x9c'
122,22届five强制实习到八月，不知道后面怎么办,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\xb4\xbb\xe5\x8a\xa8 \xe9\xa1\xb9\xe7\x9b\xae \xe7\x84\xa6\xe8\x99\x91\xe7\x97\x87 \xe7\xa4\xbe\xe4\xba\xa4 \xe8\x83\x9c\xe4\xbb\xbb \xe8\x8b\xa6\xe6\x81\xbc \xe4\xba\xa7\xe5\x93\x81 \xe6\xb5\x81\xe6\xb3\xaa'
123,有时候觉得辛苦读到985不如做网红,b'\xe4\xbb\xb7\xe5\x80\xbc \xe7\xbe\x8e\xe8\xb2\x8c \xe8\xa7\x89\xe5\xbe\x97 \xe7\x9c\x9f\xe7\x9a\x84 \xe8\xb5\x9a\xe9\x92\xb1 \xe7\x84\xa6\xe8\x99\x91 \xe6\x89\xbe\xe5\x88\xb0 \xe5\xbe\x97\xe5\x88\xb0 \xe5\xbd\xa2\xe8\xb1\xa1 \xe8\xa7\x86\xe9\xa2\x91'
124,有木有逐渐认识到健康远比学业事业更重要的fw,b'\xe7\x94\x9f\xe5\x91\xbd \xe8\xba\xab\xe4\xbd\x93 \xe6\x97\xb6\xe9\x97\xb4 \xe7\x9c\x8b\xe5\x88\xb0 \xe7\x9c\xbc\xe7\x9d\x9b \xe7\x94\x9f\xe7\x89\xa9\xe9\x92\x9f \xe5\x81\xa5\xe5\xba\xb7 \xe8\xbf\x9b\xe5\xba\xa6 \xe6\x81\xb6\xe6\x80\xa7\xe8\x82\xbf\xe7\x98\xa4 \xe4\xba\xa4\xe5\xb7\xae'
125,不打工了，放弃offer，专门复习法考,b'\xe6\x94\xbe\xe5\xbc\x83 \xe5\xa4\x8d\xe4\xb9\xa0 \xe4\xb8\x93\xe9\x97\xa8 \xe6\x89\x93\xe5\xb7\xa5'
126,不喜欢读书,b'\xe8\xaf\xbb\xe4\xb9\xa6 \xe5\x96\x9c\xe6\xac\xa2 \xe6\x84\x9f\xe8\xa7\x89 \xe7\x94\x9f\xe6\xb4\xbb \xe7\x90\x86\xe8\xae\xba \xe7\x9f\xa5\xe8\xaf\x86 \xe7\xbb\xa7\xe7\xbb\xad \xe5\xbd\xb1\xe5\x93\x8d \xe8\xbf\x87\xe7\xa8\x8b \xe4\xb8\x8d\xe5\xa5\xbd'
127,20届选调上岸，分享我的公务员结构化面试经验,b'\xe9\x97\xae\xe9\xa2\x98 \xe7\xad\x94\xe9\xa2\x98 \xe9\xa2\x98\xe5\x9e\x8b \xe6\xa8\xa1\xe6\x9d\xbf \xe5\x9b\x9e\xe7\xad\x94 \xe6\x80\x9d\xe8\xb7\xaf \xe6\x80\xbb\xe7\xbb\x93 \xe6\xb4\xbb\xe5\x8a\xa8 \xe7\xa4\xbe\xe4\xbc\x9a \xe7\x8e\xb0\xe8\xb1\xa1'
128,留学申请过程中，冒出了以后想当中介的大胆想法,b'\xe5\xb7\xa5\xe4\xbd\x9c\xe5\xae\xa4 \xe7\x94\xb3\xe8\xaf\xb7 \xe6\x8e\xa5\xe8\xa7\xa6 \xe8\xbf\x87\xe7\xa8\x8b \xe6\x97\xb6\xe9\x97\xb4 \xe8\x81\x8c\xe4\xb8\x9a \xe5\xa4\xaa\xe6\x87\x92 \xe6\x9c\x88\xe5\x85\xa5 \xe6\x8e\xa8\xe8\x8d\x90 \xe8\xaf\xb4\xe5\x88\xb0\xe5\xba\x95'
129,怎么办，姐妹们，喜欢上了我的学生,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\x8a\xa9\xe7\x90\x86 \xe7\xad\x94\xe8\xbe\xa9 \xe5\xad\xa6\xe7\x94\x9f \xe5\x96\x9c\xe6\xac\xa2 \xe7\x89\xb9\xe5\x88\xab \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xa7\x90\xe5\xa6\xb9 \xe8\xbf\x90\xe5\x8a\xa8\xe4\xbc\x9a \xe5\xb0\x91\xe5\xa5\xb3'
130,生活的乐趣是什么,b'\xe8\x80\xb3\xe6\x9c\xb5 \xe7\xad\x94\xe6\xa1\x88 \xe5\x9d\x9a\xe5\xae\x9a \xe5\xbe\x88\xe4\xb9\x85\xe6\xb2\xa1 \xe9\x87\x8d\xe5\xbc\x80 \xe7\xa4\xbe\xe4\xba\xa4 \xe7\x83\xad\xe6\x83\x85 \xe6\x83\x85\xe7\xbb\xaa \xe9\x97\xae\xe9\xa2\x98 \xe4\xba\xba\xe7\x94\x9f'
131,克服拖延症的每一天,b'\xe7\x9b\xae\xe6\xa0\x87 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\x89\xbe\xe5\x88\xb0 \xe6\xaf\x8f\xe9\x9a\x94 \xe8\xae\xba\xe6\x96\x87 \xe5\xae\x8c\xe6\x88\x90 \xe5\xae\x9e\xe4\xb9\xa0 \xe6\x8b\x96\xe5\xbb\xb6 \xe5\x85\x8b\xe6\x9c\x8d \xe5\xb0\x8f\xe6\x97\xb6'
132,22考研还有没开始的吗__,b'\xe8\xbf\x98\xe5\xae\x9a \xe6\x96\xb9\xe5\x90\x91'
133,不是比上不足比下有余,b'\xe6\x97\xa0\xe6\xb3\x95 \xe6\xaf\x94\xe4\xb8\x8b\xe6\x9c\x89\xe4\xbd\x99 \xe4\xbf\xa1\xe6\x81\xaf \xe8\xbf\x9c\xe8\xbf\x9c \xe6\xb5\x81\xe4\xbc\xa0 \xe4\xb8\x8b\xe5\xbf\x83 \xe4\xb8\x8d\xe8\xb6\xb3 \xe4\xb8\x8d\xe4\xb8\x8a \xe5\xb7\xae\xe8\xb7\x9d \xe9\x97\xae\xe9\xa2\x98'
134,想问马上大四的应届生想要考公的话应该怎么准备啊,b'\xe5\xba\x94\xe5\xb1\x8a\xe7\x94\x9f \xe5\xa4\x87\xe8\x80\x83 \xe8\x80\x83\xe5\x85\xac \xe5\xba\x94\xe8\xaf\xa5 \xe7\x9c\x8b\xe5\x88\xb0 \xe5\xa5\xbd\xe5\x83\x8f \xe5\xae\x9e\xe4\xb9\xa0 \xe9\x94\x99\xe8\xbf\x87 \xe4\xb8\x93\xe6\xb3\xa8 \xe6\x83\xb3\xe8\xa6\x81'
135,想问问回到家乡十八线小城市的朋友们是怎么脱单的,b'\xe9\x97\xae\xe9\x97\xae \xe8\x84\xb1\xe5\x8d\x95 \xe6\x9c\x8b\xe5\x8f\x8b \xe7\x9b\xb8\xe4\xba\xb2 \xe7\x83\xa6\xe8\xba\x81 \xe5\x82\xac\xe5\xbe\x97 \xe5\x82\xac\xe5\xa9\x9a \xe7\x84\xa6\xe8\x99\x91 \xe6\x80\x8e\xe6\xa0\xb7\xe6\x89\x8d\xe8\x83\xbd \xe5\x9b\x9e\xe5\xae\xb6'
136,一个人的毕业旅行地点求推荐,b'\xe6\xaf\x95\xe4\xb8\x9a \xe6\x97\x85\xe8\xa1\x8c \xe5\x9c\xb0\xe7\x82\xb9 \xe6\x8e\xa8\xe8\x8d\x90 \xe8\xbd\xac\xe8\xbd\xac \xe5\x85\x9c\xe5\x85\x9c \xe8\xbf\x8e\xe6\x9d\xa5 \xe5\x9c\xb0\xe6\x96\xb9'
137,盐城人才引进给的钱也太多了吧，硕士20w还有各种补贴,b'\xe5\xae\xb6\xe4\xb9\xa1 \xe7\xac\x94\xe8\xaf\x95 \xe4\xb8\x8d\xe7\x94\xa8 \xe5\xbc\x95\xe8\xbf\x9b \xe4\xba\xba\xe6\x89\x8d \xe9\x9d\xa2\xe8\xaf\x95 \xe6\x9c\x89\xe9\x92\xb1'
138,避雷天坑专业。不要读艺术史、艺术理论类专业。,b'\xe4\xb8\x93\xe4\xb8\x9a \xe8\x89\xba\xe6\x9c\xaf\xe5\x8f\xb2 \xe8\x89\xba\xe6\x9c\xaf \xe7\x90\x86\xe8\xae\xba \xe7\xa0\x94\xe7\xa9\xb6\xe7\x94\x9f \xe5\xad\xa6\xe5\xa6\xb9 \xe5\x93\xb2\xe5\xad\xa6 \xe5\x8e\x86\xe5\x8f\xb2\xe5\xad\xa6 \xe6\x88\x90\xe7\xbb\xa9 \xe8\xb6\x8a\xe6\x9d\xa5\xe8\xb6\x8a'
139,985天坑专业待业两年，首考上岸,b'\xe5\x8e\xbf\xe5\x9f\x8e \xe5\xae\xb6\xe4\xb9\xa1 \xe5\xa4\xa9\xe5\x9d\x91 \xe4\xb8\x93\xe4\xb8\x9a \xe7\x8e\xaf\xe6\x9d\x90 \xe5\xbe\x85\xe4\xb8\x9a \xe9\xa2\x84\xe4\xbc\xb0 \xe5\x8d\x95\xe4\xbd\x8d \xe5\x87\xba\xe7\x94\x9f \xe7\x94\x9f\xe5\x8c\x96'
140,不会做,b''
141,面试实习失败，怎么询问HR失败原因？,b'\xe9\x9d\xa2\xe8\xaf\x95 \xe5\xa4\xb1\xe8\xb4\xa5 \xe8\xa1\xa8\xe7\x8e\xb0 \xe5\xa7\x94\xe5\xa9\x89 \xe5\x9c\xb0\xe9\x97\xae \xe8\xaf\xa2\xe9\x97\xae \xe9\x9c\x80\xe8\xa6\x81 \xe7\xbb\x84\xe7\xbb\x87 \xe6\x8f\x90\xe5\x8d\x87 \xe8\xaf\x9d\xe6\x9c\xaf'
142,不想996/007的金融/经济five该何去何从,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe6\x83\x85\xe5\x86\xb5 \xe9\x80\x89\xe6\x8b\xa9 \xe5\xb8\x8c\xe6\x9c\x9b \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x88\x9b\xe4\xbd\x9c \xe6\x84\x9f\xe8\xa7\x89 \xe4\xba\x86\xe8\xa7\xa3 \xe5\x8f\x91\xe5\xb1\x95'
143,hku暑校,b'\xe6\xb8\xaf\xe6\xa0\xa1 \xe9\x97\xae\xe9\x97\xae \xe7\xbb\x84\xe9\x87\x8c \xe6\x95\x8f\xe6\x84\x9f \xe4\xbc\xbc\xe4\xb9\x8e \xe6\x9c\x89\xe6\x97\xa0 \xe8\xae\xa8\xe8\xae\xba \xe6\x9a\x91\xe6\xa0\xa1 \xe6\x88\x90\xe5\x8a\x9f \xe5\x8f\x82\xe5\x8a\xa0'
144,工作快一年了，在一所事多钱少离家远的单位，太让人抑郁了__,b'\xe5\x8d\x95\xe4\xbd\x8d \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x95\x99\xe5\xb8\x88 \xe7\xb2\xbe\xe7\xa5\x9e \xe9\x87\x8d\xe7\x82\xb9 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x9f\xba\xe7\xa1\x80 \xe5\x88\x9a\xe5\x88\x9a \xe4\xb8\x8b\xe7\x8f\xad \xe5\xa7\xbf\xe5\x8a\xbf'
145,专业分流，选会计还是信管,b'\xe4\xbf\xa1\xe7\xae\xa1 \xe4\xb8\x93\xe4\xb8\x9a \xe5\x87\x86\xe5\xa4\x87 \xe6\x84\x9f\xe8\xa7\x89 \xe8\xaf\xb7\xe9\x97\xae \xe5\x88\x86\xe6\xb5\x81 \xe4\xb8\x80\xe7\x9b\xb4 \xe5\xad\xa6\xe7\xa7\x91 \xe8\xbf\x87\xe8\x80\x83 \xe6\x89\x93\xe7\xae\x97'
146,文科生高考志愿专业选择,b'\xe4\xb8\x93\xe4\xb8\x9a \xe6\xb3\x95\xe5\xad\xa6 \xe9\xab\x98\xe8\x80\x83 \xe5\x80\xbe\xe5\x90\x91 \xe8\x80\x83\xe5\x85\xac \xe9\x97\xae\xe9\x97\xae \xe9\x80\x89\xe6\x8b\xa9 \xe5\xbf\x97\xe6\x84\xbf \xe7\x8f\x8d\xe6\x83\x9c \xe6\x88\xbf\xe5\xad\x90'
147,做题家们火到《经济学人》了,b'\xe7\xbb\x8f\xe6\xb5\x8e\xe5\xad\xa6 \xe5\xad\xa6\xe5\x88\xb0 \xe9\xa2\x98\xe5\xae\xb6 \xe6\x9c\x80\xe6\x96\xb0 \xe7\x81\xab\xe5\x88\xb0 \xe4\xb8\x80\xe6\x9c\x9f \xe5\x8d\x95\xe8\xaf\x8d'
148,hku暑校,b'\xe6\xb8\xaf\xe6\xa0\xa1 \xe9\x97\xae\xe9\x97\xae \xe7\xbb\x84\xe9\x87\x8c \xe6\x95\x8f\xe6\x84\x9f \xe4\xbc\xbc\xe4\xb9\x8e \xe6\x9c\x89\xe6\x97\xa0 \xe8\xae\xa8\xe8\xae\xba \xe6\x9a\x91\xe6\xa0\xa1 \xe6\x88\x90\xe5\x8a\x9f \xe5\x8f\x82\xe5\x8a\xa0'
149,工作快一年了，在一所事多钱少离家远的单位，太让人抑郁了__,b'\xe5\x8d\x95\xe4\xbd\x8d \xe7\x9c\x9f\xe7\x9a\x84 \xe6\x95\x99\xe5\xb8\x88 \xe7\xb2\xbe\xe7\xa5\x9e \xe9\x87\x8d\xe7\x82\xb9 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x9f\xba\xe7\xa1\x80 \xe5\x88\x9a\xe5\x88\x9a \xe4\xb8\x8b\xe7\x8f\xad \xe5\xa7\xbf\xe5\x8a\xbf'
150,专业分流，选会计还是信管,b'\xe4\xbf\xa1\xe7\xae\xa1 \xe4\xb8\x93\xe4\xb8\x9a \xe5\x87\x86\xe5\xa4\x87 \xe6\x84\x9f\xe8\xa7\x89 \xe8\xaf\xb7\xe9\x97\xae \xe5\x88\x86\xe6\xb5\x81 \xe4\xb8\x80\xe7\x9b\xb4 \xe5\xad\xa6\xe7\xa7\x91 \xe8\xbf\x87\xe8\x80\x83 \xe6\x89\x93\xe7\xae\x97'
151,文科生高考志愿专业选择,b'\xe4\xb8\x93\xe4\xb8\x9a \xe6\xb3\x95\xe5\xad\xa6 \xe9\xab\x98\xe8\x80\x83 \xe5\x80\xbe\xe5\x90\x91 \xe8\x80\x83\xe5\x85\xac \xe9\x97\xae\xe9\x97\xae \xe9\x80\x89\xe6\x8b\xa9 \xe5\xbf\x97\xe6\x84\xbf \xe7\x8f\x8d\xe6\x83\x9c \xe6\x88\xbf\xe5\xad\x90'
152,做题家们火到《经济学人》了,b'\xe7\xbb\x8f\xe6\xb5\x8e\xe5\xad\xa6 \xe5\xad\xa6\xe5\x88\xb0 \xe9\xa2\x98\xe5\xae\xb6 \xe6\x9c\x80\xe6\x96\xb0 \xe7\x81\xab\xe5\x88\xb0 \xe4\xb8\x80\xe6\x9c\x9f \xe5\x8d\x95\xe8\xaf\x8d'
153,能帮我看看这个offer该接吗,b'\xe9\x87\x91\xe8\x9e\x8d \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe4\xba\x94\xe9\x99\xa9 \xe8\xb5\x84\xe4\xba\xa7 \xe7\xae\xa1\xe7\x90\x86 \xe5\x8a\xa0\xe7\x8f\xad \xe4\xb8\x80\xe9\x87\x91 \xe6\xaf\x95\xe4\xb8\x9a\xe7\x94\x9f \xe7\xa0\x94\xe7\xa9\xb6 \xe8\xba\xab\xe4\xbb\xbd'
154,扬州事业编,b'\xe9\x80\x82\xe5\x90\x88 \xe5\xa4\x96\xe5\x9c\xb0\xe4\xba\xba'
155,每天早起运动打卡贴,b'\xe9\x87\x8d\xe8\xa6\x81 \xe6\x96\xb9\xe6\xb3\x95 \xe8\xbf\x90\xe5\x8a\xa8 \xe6\x97\xa9\xe8\xb5\xb7 \xe7\x94\x9f\xe7\x90\x86 \xe5\xb8\xae\xe5\x8a\xa9 \xe5\xb7\xb2\xe7\xbb\x8f \xe5\x9d\x9a\xe6\x8c\x81 \xe6\x89\x93\xe5\x8d\xa1 \xe5\xbf\x83\xe7\x90\x86\xe5\x81\xa5\xe5\xba\xb7'
156,有些人天生就很会来事，做一分说十分；有些人天生就是闷葫芦...,b'\xe8\xaf\xbb\xe7\xa0\x94 \xe9\x97\xb7\xe8\x91\xab\xe8\x8a\xa6 \xe8\x80\x81\xe5\xb8\x88 \xe5\xa4\xa9\xe7\x94\x9f \xe7\xbb\x99\xe9\x92\xb1'
157,___22考研想考top2的uu吗 成立了一个学习小组我们互相监...,b'\xe8\x80\x83\xe7\xa0\x94 \xe5\xad\xa6\xe4\xb9\xa0 \xe5\x91\x8a\xe7\x9f\xa5 \xe8\xaf\x84\xe8\xae\xba \xe7\xa7\x81\xe8\x81\x8a \xe7\xac\xa6\xe5\x90\x88\xe8\xa6\x81\xe6\xb1\x82 \xe5\xb8\x8c\xe6\x9c\x9b \xe5\xb0\x8f\xe7\xbb\x84 \xe6\x8b\x9b\xe6\xbb\xa1 \xe4\xb8\xba\xe6\xad\xa2'
158,学生档案处理   求助,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe6\xb1\x82\xe5\x8a\xa9 \xe5\xad\xa6\xe7\x94\x9f\xe6\xa1\xa3\xe6\xa1\x88 \xe6\x9c\x80\xe7\xbb\x88 \xe5\xba\x94\xe5\xb1\x8a\xe7\x94\x9f \xe6\xb4\xbe\xe9\x81\xa3 \xe9\x9c\x80\xe8\xa6\x81 \xe9\x97\xae\xe9\xa2\x98 \xe6\x89\x80\xe5\x9c\xa8\xe5\x9c\xb0 \xe8\x80\x83\xe8\x99\x91'
159,浙江省三位一体经验咨询,b'\xe5\x90\x8c\xe5\xad\xa6 \xe6\x98\xaf\xe5\x90\xa6 \xe8\x81\x94\xe7\xb3\xbb \xe4\xb8\x89\xe4\xbd\x8d\xe4\xb8\x80\xe4\xbd\x93 \xe7\xbb\x8f\xe9\xaa\x8c \xe5\xad\xa6\xe6\xa0\xa1 \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe8\xaf\xb7\xe9\x97\xae \xe6\x8a\xb1\xe6\xad\x89 \xe7\x8f\x8d\xe6\x83\x9c'
160,怎么看待自己的学校在一直贬值,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe4\xb8\x80\xe7\x9b\xb4 \xe6\x88\x90\xe6\x9e\x9c \xe8\x82\xa1\xe7\xa5\xa8 \xe7\xa7\x91\xe7\xa0\x94 \xe8\xb5\xb0\xe4\xb8\x8b\xe5\x9d\xa1\xe8\xb7\xaf \xe8\xb6\x8a\xe6\x9d\xa5\xe8\xb6\x8a \xe8\xaf\x84\xe5\xae\xa1 \xe6\x8a\x95\xe8\xb5\x84 \xe8\xb4\xac\xe5\x80\xbc'
161,想问下大家，人力资源这个专业就业怎么样,b'\xe5\xb0\xb1\xe4\xb8\x9a \xe8\x80\x83\xe8\x99\x91 \xe4\xbc\x9a\xe8\xae\xa1 \xe5\xba\x94\xe8\xaf\xa5 \xe4\xb8\x93\xe4\xb8\x9a \xe5\x90\x88\xe9\x80\x82 \xe4\xba\xa7\xe5\x93\x81 \xe9\x97\xae\xe9\xa2\x98 \xe8\xb4\xa2\xe7\xae\xa1 \xe5\x8a\xa0\xe7\x8f\xad'
162,投多个实习的uu怎么和愿意给offer的hr表达还需要考虑的？,b'\xe5\x85\xac\xe5\x8f\xb8 \xe5\xae\x9e\xe4\xb9\xa0 \xe5\xbe\x88\xe8\x96\x84 \xe7\x9c\x8b\xe5\xa5\xbd \xe8\xa7\x89\xe5\xbe\x97 \xe9\x9c\x80\xe8\xa6\x81 \xe5\xbe\x88\xe5\xbf\xab \xe8\xa6\x81\xe6\xb1\x82 \xe4\xb8\x8d\xe5\xa4\xaa\xe5\xa5\xbd \xe8\xa1\xa8\xe8\xbe\xbe'
163,想请问一下大家 仅考虑待遇发展的话 事业编中学老师跟市级党...,b'\xe4\xba\x8b\xe4\xb8\x9a \xe5\xb8\x82\xe7\xba\xa7 \xe5\xbe\x85\xe9\x81\x87 \xe5\x8f\x91\xe5\xb1\x95 \xe4\xb8\xad\xe5\xad\xa6\xe8\x80\x81\xe5\xb8\x88 \xe8\x80\x83\xe8\x99\x91 \xe5\x9d\x90\xe6\xa0\x87'
164,郊区98five的出路究竟在哪里呢？,b'\xe7\x88\xb6\xe4\xba\xb2 \xe7\xa7\x91\xe7\xa0\x94 \xe5\xb0\x8f\xe6\x97\xb6\xe5\x80\x99 \xe6\x96\xb9\xe9\x9d\xa2 \xe8\xbf\x87\xe8\x80\x83 \xe5\xae\xb6\xe5\xba\xad \xe6\xaf\x8d\xe4\xba\xb2 \xe5\x87\xba\xe8\xb7\xaf \xe5\x8d\xb1\xe6\x9c\xba \xe5\x87\xba\xe7\x8e\xb0'
