id,title,key
165,“我独自生活”——记录睡/醒时间、学习时长等的一栋楼,b'\xe6\x97\xb6\xe9\x97\xb4 \xe8\xae\xb0\xe5\xbd\x95 \xe7\x84\xa6\xe8\x99\x91 \xe5\xbf\x83\xe6\x85\x8c \xe6\x97\xb6\xe9\x95\xbf \xe5\xad\xa6\xe4\xb9\xa0 \xe7\x94\x9f\xe6\xb4\xbb'
166,__b站偶然刷到高中的视频 睡不着了,b'\xe8\xa7\x86\xe9\xa2\x91 \xe9\xab\x98\xe4\xbd\x8d \xe6\x9c\xba\xe6\xa2\xb0 \xe6\x8e\xa5\xe7\x9b\x98 \xe5\x9c\x9f\xe6\x9c\xa8 \xe4\xb8\x93\xe4\xb8\x9a \xe5\x88\xb7\xe5\x88\xb0 \xe5\x81\xb6\xe7\x84\xb6 \xe8\x87\xb3\xe5\xb0\x91 \xe7\x9d\xa1\xe4\xb8\x8d\xe7\x9d\x80'
167,（悼文）我曾经目睹我们这一辈最优秀的年轻人是如何消亡的,b'\xe6\x97\xa0\xe6\xb3\x95 \xe5\xb8\x8c\xe6\x9c\x9b \xe6\x9c\x8b\xe5\x8f\x8b \xe5\x85\xac\xe5\x8f\xb8 \xe6\x9b\xbe\xe7\xbb\x8f \xe8\x83\xbd\xe5\xa4\x9f \xe6\xaf\x95\xe4\xb8\x9a\xe7\x94\x9f \xe8\xb1\x86\xe7\x93\xa3 \xe5\xbe\x97\xe5\x88\xb0 \xe4\xb8\x8d\xe5\x88\xb0'
168,工作以后觉得自己各个方面的能力都不如同事,b'\xe5\x90\x8c\xe4\xba\x8b \xe8\x83\xbd\xe5\x8a\x9b \xe5\xad\xa6\xe4\xb9\xa0 \xe5\xb7\xa5\xe4\xbd\x9c \xe8\xa7\x89\xe5\xbe\x97 \xe5\xba\x94\xe8\xaf\xa5 \xe7\x96\x91\xe6\x83\x91 \xe5\xad\xa6\xe5\x8e\x86 \xe6\x8a\x80\xe8\x83\xbd \xe9\xa2\x98\xe5\xae\xb6'
169,国企工作不到一年想跳槽,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe6\x84\x9f\xe8\xa7\x89 \xe5\x85\xac\xe5\x8f\xb8 \xe8\xb7\xb3\xe6\xa7\xbd \xe4\xb8\x80\xe8\xbe\xb9 \xe8\xa7\x89\xe5\xbe\x97 \xe5\xbe\x97\xe5\x88\xb0 \xe6\xb7\xb7\xe6\x88\x90 \xe6\xb5\x81\xe7\xa8\x8b \xe5\xa4\x84\xe4\xba\x8e'
170,带的技校学生工资高的吓人，慕了慕了,b'\xe5\xad\xa6\xe7\x94\x9f \xe4\xbe\x9b\xe4\xb8\x8d\xe5\xba\x94\xe6\xb1\x82 \xe6\x8a\x80\xe6\xa0\xa1 \xe6\x83\xb3\xe8\xbd\xac \xe4\xbb\x8b\xe7\xbb\x8d \xe5\x8e\x82\xe9\x87\x8c \xe4\xba\x86\xe6\x85\x95 \xe5\xba\x95\xe8\x96\xaa \xe5\x90\x93\xe4\xba\xba \xe5\xb7\xa5\xe8\xb5\x84'
171,今天下午毕设答辩，我紧张得要流泪，稿子也记得磕磕巴巴,b'\xe7\xae\x80\xe5\x8d\x95 \xe6\xaf\x95\xe8\xae\xbe \xe5\xae\x9e\xe7\x8e\xb0 \xe6\xb5\x81\xe6\xb3\xaa \xe7\xb4\xa7\xe5\xbc\xa0 \xe6\x96\xb9\xe5\x90\x91 \xe8\xae\xba\xe6\x96\x87 \xe5\x9e\x83\xe5\x9c\xbe \xe5\xad\xa6\xe9\x95\xbf \xe7\x89\xb9\xe5\x88\xab'
172,或许会因为少一分选修课毕不了业,b'\xe9\x80\x89\xe4\xbf\xae\xe8\xaf\xbe \xe8\x80\x81\xe5\xb8\x88 \xe9\x80\x89\xe4\xbf\xae \xe5\xaf\xbc\xe8\x87\xb4 \xe5\xad\xa6\xe5\x88\x86 \xe6\x8b\x93\xe5\xb1\x95 \xe7\x9f\xa5\xe9\x81\x93 \xe4\xb8\x8d\xe5\xa4\x9f \xe6\x9d\x83\xe9\x99\x90 \xe7\xbb\x93\xe4\xb8\x9a'
173,底层家庭+gay/les+独生子女简直就是人生hard+模式对吧,b'\xe7\x88\xb6\xe6\xaf\x8d \xe5\xb7\xa5\xe4\xbd\x9c \xe7\x88\xb8\xe5\xa6\x88 \xe7\x94\x9f\xe6\xb4\xbb \xe6\x83\x85\xe5\x86\xb5 \xe5\x8f\x91\xe7\x8e\xb0 \xe4\xbf\x9d\xe5\xae\x88 \xe8\xbf\x87\xe6\x9d\xa5\xe4\xba\xba \xe4\xba\x92\xe5\x8a\xa9 \xe5\x82\xac\xe5\xa9\x9a'
174,组里彩虹__多吗,b'\xe6\x8a\x95\xe7\xa5\xa8 \xe9\x9a\x8f\xe6\x89\x8b \xe5\xbc\x95\xe8\xbf\x9b \xe8\xae\xa1\xe5\x88\x92 \xe6\x9f\xa5\xe7\x9c\x8b \xe5\xb0\x8f\xe7\xbb\x84 \xe7\x9c\x8b\xe5\x88\xb0 \xe5\x8a\xa0\xe5\x85\xa5 \xe6\x97\xa0\xe8\x81\x8a \xe6\x96\xb0\xe5\xb9\xb4\xe5\xbf\xab\xe4\xb9\x90'
175,大学没挂过科觉得自己临时抱佛脚抱的挺好的，结果,b'\xe8\xa7\x89\xe5\xbe\x97 \xe5\xae\x8c\xe7\xbe\x8e \xe5\xad\xa6\xe6\xa0\xa1 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x91\x8a\xe8\xaf\x89 \xe9\x9a\xbe\xe8\xbf\x87 \xe6\x8a\xb1\xe4\xbd\x9b\xe8\x84\x9a \xe6\xb2\xa1\xe6\x8c\x82 \xe5\xa4\xa7\xe5\xad\xa6 \xe7\x9f\xab\xe6\x83\x85'
176,20届毕业生，二战失败，考公和事业编失败，现阶段我还能做些...,b'\xe5\xa4\xb1\xe8\xb4\xa5 \xe4\xba\x8c\xe6\x88\x98 \xe5\xb7\xa5\xe4\xbd\x9c \xe8\x80\x83\xe5\x85\xac \xe5\xbc\x95\xe8\xbf\x9b \xe4\xba\xba\xe6\x89\x8d \xe8\xba\xab\xe4\xbb\xbd \xe7\xbb\x8f\xe9\xaa\x8c \xe9\x9d\xa2\xe8\xaf\x95 \xe5\xba\x94\xe5\xb1\x8a\xe7\x94\x9f'
177,大胆开麦，码农没有社交到底是哪里来的洗脑包,b'\xe8\xa1\x8c\xe4\xb8\x9a \xe7\xa0\x81\xe5\x86\x9c \xe7\xa4\xbe\xe4\xba\xa4 \xe7\xa4\xbe\xe4\xbc\x9a \xe8\x81\x8c\xe4\xb8\x9a \xe6\x9c\x8b\xe5\x8f\x8b \xe8\xb4\xa2\xe5\xaf\x8c \xe7\xa4\xbe\xe4\xbc\x9a\xe5\x85\xb3\xe7\xb3\xbb \xe8\xbd\xac\xe8\xa1\x8c \xe7\xbe\xa4\xe4\xbd\x93'
178,底层家庭+gay/les+独生子女简直就是人生hard+模式对吧,b'\xe7\x88\xb6\xe6\xaf\x8d \xe5\xb7\xa5\xe4\xbd\x9c \xe7\x88\xb8\xe5\xa6\x88 \xe7\x94\x9f\xe6\xb4\xbb \xe6\x83\x85\xe5\x86\xb5 \xe5\x8f\x91\xe7\x8e\xb0 \xe4\xbf\x9d\xe5\xae\x88 \xe8\xbf\x87\xe6\x9d\xa5\xe4\xba\xba \xe4\xba\x92\xe5\x8a\xa9 \xe5\x82\xac\xe5\xa9\x9a'
179,组里彩虹__多吗,b'\xe6\x8a\x95\xe7\xa5\xa8 \xe9\x9a\x8f\xe6\x89\x8b \xe5\xbc\x95\xe8\xbf\x9b \xe8\xae\xa1\xe5\x88\x92 \xe6\x9f\xa5\xe7\x9c\x8b \xe5\xb0\x8f\xe7\xbb\x84 \xe7\x9c\x8b\xe5\x88\xb0 \xe5\x8a\xa0\xe5\x85\xa5 \xe6\x97\xa0\xe8\x81\x8a \xe6\x96\xb0\xe5\xb9\xb4\xe5\xbf\xab\xe4\xb9\x90'
180,大学没挂过科觉得自己临时抱佛脚抱的挺好的，结果,b'\xe8\xa7\x89\xe5\xbe\x97 \xe5\xae\x8c\xe7\xbe\x8e \xe5\xad\xa6\xe6\xa0\xa1 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x91\x8a\xe8\xaf\x89 \xe9\x9a\xbe\xe8\xbf\x87 \xe6\x8a\xb1\xe4\xbd\x9b\xe8\x84\x9a \xe6\xb2\xa1\xe6\x8c\x82 \xe5\xa4\xa7\xe5\xad\xa6 \xe7\x9f\xab\xe6\x83\x85'
181,20届毕业生，二战失败，考公和事业编失败，现阶段我还能做些...,b'\xe5\xa4\xb1\xe8\xb4\xa5 \xe4\xba\x8c\xe6\x88\x98 \xe5\xb7\xa5\xe4\xbd\x9c \xe8\x80\x83\xe5\x85\xac \xe5\xbc\x95\xe8\xbf\x9b \xe4\xba\xba\xe6\x89\x8d \xe8\xba\xab\xe4\xbb\xbd \xe7\xbb\x8f\xe9\xaa\x8c \xe9\x9d\xa2\xe8\xaf\x95 \xe5\xba\x94\xe5\xb1\x8a\xe7\x94\x9f'
182,大胆开麦，码农没有社交到底是哪里来的洗脑包,b'\xe8\xa1\x8c\xe4\xb8\x9a \xe7\xa0\x81\xe5\x86\x9c \xe7\xa4\xbe\xe4\xba\xa4 \xe7\xa4\xbe\xe4\xbc\x9a \xe8\x81\x8c\xe4\xb8\x9a \xe6\x9c\x8b\xe5\x8f\x8b \xe8\xb4\xa2\xe5\xaf\x8c \xe7\xa4\xbe\xe4\xbc\x9a\xe5\x85\xb3\xe7\xb3\xbb \xe8\xbd\xac\xe8\xa1\x8c \xe7\xbe\xa4\xe4\xbd\x93'
183,有在央媒dang媒工作但是没有编制的哥哥姐姐嘛 能说说目前的工...,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xaa\x92\xe4\xbd\x93 \xe6\x8c\x81\xe6\x9c\x89 \xe4\xb8\x80\xe5\xae\x9a \xe8\xb5\xb0\xe6\x9c\xac \xe7\xbb\xa7\xe7\xbb\xad \xe7\xbc\x96\xe5\x88\xb6 \xe8\xb7\xaf\xe5\xbe\x84 \xe8\x81\x8c\xe4\xb8\x9a \xe5\x8f\x91\xe5\xb1\x95'
184,高等数学学不会,b'\xe9\x94\x99\xe4\xb8\x89\xe9\xa2\x98 \xe4\xba\x94\xe9\xa2\x98 \xe4\xb9\xa0\xe9\xa2\x98 \xe7\x9f\xa5\xe9\x81\x93'
185,/,b''
186,虽然是five组，但应该很少有人觉得自己是纯five吧！请来凡尔...,b'\xe5\xa4\xa7\xe5\xad\xa6 \xe6\x9c\x8b\xe5\x8f\x8b \xe5\xbe\x88\xe6\xa3\x92 \xe7\x9c\x9f\xe7\x9a\x84 \xe7\xbe\x8e\xe6\xbb\xa1 \xe6\x9e\x81\xe5\xb7\xae \xe7\xbb\x9f\xe7\xbb\x9f \xe4\xb8\x8d\xe5\x87\x86 \xe8\xa7\x89\xe5\xbe\x97 \xe9\xbb\x98\xe9\xbb\x98'
187,大家认为自己的人生是什么时候真正好起来的,b'\xe4\xba\xba\xe7\x94\x9f \xe6\x84\x9f\xe5\x8f\x97\xe4\xb8\x80\xe4\xb8\x8b \xe5\x96\x9c\xe6\x82\xa6 \xe8\xae\xa4\xe4\xb8\xba \xe7\x9c\x9f\xe6\xad\xa3'
188,是不是只有我还没工作啊,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xbe\x88\xe7\xa8\xb3 \xe7\xa7\x8d\xe7\xa7\x8d\xe5\x8e\x9f\xe5\x9b\xa0 \xe6\x9c\xac\xe7\x89\xa9 \xe7\x84\xa6\xe8\x99\x91 \xe6\x8a\x97\xe4\xba\x89 \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xba\x94\xe5\xb1\x8a \xe5\x96\x9c\xe6\xac\xa2 \xe6\xb2\xa1\xe7\x94\xa8'
189,大一下目前是否应该休学,b'\xe4\xbc\x91\xe5\xad\xa6 \xe7\x8a\xb6\xe6\x80\x81 \xe5\xad\xa6\xe6\x9c\x9f \xe9\x99\xb7\xe5\x85\xa5 \xe9\x97\xae\xe9\xa2\x98 \xe5\xbb\xba\xe8\xae\xae \xe5\x92\xa8\xe8\xaf\xa2\xe5\xb8\x88 \xe6\x97\xa0\xe6\xb3\x95 \xe5\xb7\xb2\xe7\xbb\x8f \xe7\xb2\xbe\xe7\xa5\x9e'
190,去县城过渡还是留在wh私企,b'\xe5\x8e\xbf\xe5\x9f\x8e \xe8\x80\x83\xe5\x85\xac \xe5\x9b\x9e\xe5\xae\xb6 \xe5\x87\x86\xe5\xa4\x87 \xe5\x8c\xbb\xe5\xb8\x88 \xe8\xbf\x87\xe6\xb8\xa1 \xe5\x8c\xbb\xe5\xad\xa6 \xe6\x9c\x80\xe7\xbb\x88 \xe8\x82\xaf\xe5\xae\x9a \xe8\xb5\x84\xe6\xa0\xbc\xe8\xaf\x81'
191,有学社科想找实习或自救的five嘛,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe7\xa4\xbe\xe7\xa7\x91 \xe6\x89\x93\xe5\xb9\xbf\xe5\x91\x8a \xe8\xbf\x9d\xe5\x8f\x8d \xe7\xbb\x84\xe8\xa7\x84 \xe5\xa4\xa7\xe5\xad\xa6 \xe8\xbf\x9b\xe7\xbe\xa4 \xe6\x83\xb3\xe8\xa6\x81 \xe4\xba\xa4\xe6\xb5\x81 \xe6\x9c\x89\xe5\xad\xa6'
192,我们有抗风险能力吗,b'\xe6\x84\x9f\xe8\xa7\x89 \xe5\x8f\x98\xe9\x9d\xa9 \xe6\x96\xb9\xe6\x96\xb9\xe9\x9d\xa2\xe9\x9d\xa2 \xe5\x8e\x9f\xe5\x9b\xa0 \xe5\x9b\xbd\xe5\xae\xb6 \xe9\xa3\x8e\xe9\x99\xa9 \xe8\x83\xbd\xe5\x8a\x9b \xe7\xa4\xbe\xe4\xbc\x9a \xe6\x9c\x89\xe5\xa4\xa7 \xe9\x99\x90\xe4\xba\x8e'
193,明天事业单位面试，今天走在去烫西装的路上被鸟拉了一泡屎在...,b'\xe5\xa5\x87\xe6\x80\xaa \xe4\xba\x86\xe4\xb8\x8a \xe7\x9c\xbc\xe7\xa5\x9e \xe7\xb2\x98\xe5\x88\xb0 \xe9\xa2\x84\xe7\xa4\xba \xe6\x98\xaf\xe4\xb8\x8d\xe6\x98\xaf \xe9\x9d\xa2\xe8\xaf\x95 \xe8\xa1\xa3\xe6\x9c\x8d \xe5\xae\x9e\xe4\xb9\xa0 \xe6\x83\xb3\xe8\xb5\xb7'
194,元气森林怎么样呀,b'\xe6\xa3\xae\xe6\x9e\x97 \xe9\x80\x82\xe5\x90\x88 \xe5\x85\x83\xe6\xb0\x94'
195,请问二战档案留校的话，还能在街道弄政审表吗？,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe7\x95\x99\xe6\xa0\xa1 \xe6\xa1\xa3\xe6\xa1\x88 \xe6\x98\xaf\xe4\xb8\x8d\xe6\x98\xaf \xe6\x9c\x89\xe7\x82\xb9 \xe8\xa1\x97\xe9\x81\x93 \xe6\x94\xbf\xe5\xae\xa1 \xe7\xa6\xbb\xe5\xbe\x97 \xe5\x87\x86\xe5\xa4\x87 \xe5\x9b\x9e\xe5\xae\xb6'
196,（长文开坑）此外的少年,b'\xe6\x96\x87\xe5\xad\x97 \xe8\xa7\x89\xe5\xbe\x97 \xe5\xbc\x95\xe8\xa8\x80 \xe6\x96\xb9\xe5\xbc\x8f \xe4\xb9\x9f\xe8\xae\xb8 \xe5\x90\xa6\xe5\xae\x9a \xe5\xb0\x8f\xe8\xaf\xb4 \xe6\x8a\xb1\xe6\x80\xa8 \xe4\xbd\x9c\xe8\x80\x85 \xe5\x86\x99\xe4\xb8\x8b'
197,上海租房问题,b'\xe7\xa7\x9f\xe6\x88\xbf \xe6\x89\xbe\xe5\x88\xb0 \xe8\xb1\x86\xe7\x93\xa3 \xe4\xbf\xa1\xe6\x81\xaf \xe4\xb8\x8a\xe7\x8f\xad \xe6\xa0\x87\xe9\xa2\x98 \xe6\x88\xbf\xe6\xba\x90 \xe5\xba\x9f\xe7\x89\xa9 \xe6\xb1\x82\xe9\x97\xae \xe9\x97\xae\xe9\xa2\x98'
198,答辩的时候可以带资料吗__,b'\xe6\x8a\x80\xe6\x9c\xaf \xe7\x9f\xa5\xe9\x81\x93 \xe9\x97\xae\xe5\x88\xb0 \xe6\x9c\x89\xe7\x82\xb9\xe5\x83\x8f \xe8\x84\x91\xe8\xa2\x8b \xe7\xa9\xba\xe7\xa9\xba \xe6\x83\xb3\xe5\x86\x99 \xe6\x84\x9f\xe8\xa7\x89 \xe7\xad\x94\xe8\xbe\xa9 \xe5\xb8\xa6\xe4\xb8\x8a\xe5\x8e\xbb'
199,985新传准毕业，焦虑five自说自话自炖鸡汤的记录贴（大四中）,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xa4\xa7\xe5\xad\xa6 \xe6\x85\xa2\xe6\x85\xa2 \xe5\xad\xa6\xe6\xa0\xa1 \xe6\x89\x93\xe7\xae\x97 \xe5\x90\x8d\xe7\x89\x8c \xe9\xab\x98\xe8\x80\x83 \xe6\x97\xb6\xe9\x97\xb4 \xe8\xb5\xb0\xe8\xbf\x9b \xe7\x84\xa6\xe8\x99\x91'
200,有没有论文抽查不合格被撤销学位的,b'\xe8\xae\xba\xe6\x96\x87 \xe6\x8a\xbd\xe6\x9f\xa5 \xe5\xad\xa6\xe4\xbd\x8d \xe5\xb7\xb2\xe7\xbb\x8f \xe5\x90\x88\xe6\xa0\xbc \xe6\x92\xa4\xe9\x94\x80 \xe5\xbb\xb6\xe8\xbf\x9f \xe4\xba\x8b\xe5\x88\xb0\xe5\xa6\x82\xe4\xbb\x8a \xe5\x8d\x95\xe4\xbd\x8d \xe8\x80\x81\xe6\x9d\xbf'
201,98five们在高考后还经历过什么样的人生巅峰吗？,b'\xe7\xbb\x8f\xe5\x8e\x86 \xe4\xba\xba\xe7\x94\x9f \xe8\xb7\x8c\xe8\x90\xbd \xe5\x86\x8d\xe6\xac\xa1 \xe9\xab\x98\xe8\x80\x83 \xe5\xb7\x85\xe5\xb3\xb0'
202,怎样能调整作息呢？,b'\xe4\xbd\x9c\xe6\x81\xaf \xe7\x8a\xb6\xe6\x80\x81 \xe6\xb8\x85\xe9\x86\x92 \xe6\x95\x88\xe7\x8e\x87 \xe5\x81\x9a\xe4\xba\x8b \xe5\xbc\xba\xe8\xbf\xab \xe5\xa4\xa7\xe8\x84\x91 \xe6\x8b\x96\xe5\xbb\xb6 \xe5\xa4\x8d\xe5\x8f\x91 \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89'
203,毕业论文查重越低越好吗,b'\xe6\xb1\x82\xe5\x8a\xa9 \xe6\x88\xaa\xe5\xb1\x8f \xe6\xaf\x95\xe4\xb8\x9a\xe8\xae\xba\xe6\x96\x87 \xe6\x9f\xa5\xe9\x87\x8d \xe5\xaf\xbc\xe5\xb8\x88 \xe5\x8f\xaa\xe8\x83\xbd \xe8\xbf\x9d\xe8\xa7\x84 \xe5\xaf\xb9\xe8\xaf\x9d'
204,想问一下从答辩后到正式离校期间还有什么流程吗？,b'\xe7\xad\x94\xe8\xbe\xa9 \xe6\x89\x8b\xe7\xbb\xad \xe5\x9b\x9e\xe5\xae\xb6 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x8a\x9e\xe7\x90\x86 \xe7\x9f\xa5\xe9\x81\x93 \xe7\xa6\xbb\xe6\xa0\xa1 \xe6\xb5\x81\xe7\xa8\x8b \xe7\xbb\x93\xe6\x9d\x9f'
205,大连理工的一个化学专硕的男生上吊自杀了，看着他，我觉得真...,b'\xe7\x9c\x8b\xe7\x9d\x80 \xe6\x83\xb3\xe7\x9d\x80 \xe4\xb8\x8a\xe5\xad\xa6 \xe4\xb8\x80\xe7\x9b\xb4 \xe7\x94\xb7\xe7\x94\x9f \xe5\x8c\x96\xe5\xad\xa6 \xe4\xb8\x93\xe7\xa1\x95 \xe7\x9c\x9f\xe7\x9a\x84 \xe5\x91\x8a\xe5\x88\xab \xe8\xa7\x89\xe5\xbe\x97'
206,当众发言总是让我非常非常紧张怎么办__,b'\xe5\xbd\x93\xe4\xbc\x97 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x8f\x91\xe8\xa8\x80 \xe5\xae\xa1\xe6\xa0\xb8'
207,结业还是延毕,b'\xe5\xbb\xb6\xe6\xaf\x95 \xe5\x8d\x95\xe7\xa7\x91 \xe4\xbf\xae\xe5\xa4\x9f \xe9\x80\x9a\xe7\x9f\xa5 \xe5\x91\x8a\xe8\xaf\x89 \xe5\x8f\xaa\xe8\x83\xbd \xe7\x9c\x9f\xe7\x9a\x84 \xe4\xb8\x8d\xe6\x83\xb3 \xe9\xa2\x98\xe5\x86\x99 \xe6\xaf\x95\xe4\xb8\x9a\xe8\xaf\x81'
208,毕业论文查重越低越好吗,b'\xe6\xb1\x82\xe5\x8a\xa9 \xe6\x88\xaa\xe5\xb1\x8f \xe6\xaf\x95\xe4\xb8\x9a\xe8\xae\xba\xe6\x96\x87 \xe6\x9f\xa5\xe9\x87\x8d \xe5\xaf\xbc\xe5\xb8\x88 \xe5\x8f\xaa\xe8\x83\xbd \xe8\xbf\x9d\xe8\xa7\x84 \xe5\xaf\xb9\xe8\xaf\x9d'
209,想问一下从答辩后到正式离校期间还有什么流程吗？,b'\xe7\xad\x94\xe8\xbe\xa9 \xe6\x89\x8b\xe7\xbb\xad \xe5\x9b\x9e\xe5\xae\xb6 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x8a\x9e\xe7\x90\x86 \xe7\x9f\xa5\xe9\x81\x93 \xe7\xa6\xbb\xe6\xa0\xa1 \xe6\xb5\x81\xe7\xa8\x8b \xe7\xbb\x93\xe6\x9d\x9f'
210,大连理工的一个化学专硕的男生上吊自杀了，看着他，我觉得真...,b'\xe7\x9c\x8b\xe7\x9d\x80 \xe6\x83\xb3\xe7\x9d\x80 \xe4\xb8\x8a\xe5\xad\xa6 \xe4\xb8\x80\xe7\x9b\xb4 \xe7\x94\xb7\xe7\x94\x9f \xe5\x8c\x96\xe5\xad\xa6 \xe4\xb8\x93\xe7\xa1\x95 \xe7\x9c\x9f\xe7\x9a\x84 \xe5\x91\x8a\xe5\x88\xab \xe8\xa7\x89\xe5\xbe\x97'
211,当众发言总是让我非常非常紧张怎么办__,b'\xe5\xbd\x93\xe4\xbc\x97 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x8f\x91\xe8\xa8\x80 \xe5\xae\xa1\xe6\xa0\xb8'
212,结业还是延毕,b'\xe5\xbb\xb6\xe6\xaf\x95 \xe5\x8d\x95\xe7\xa7\x91 \xe4\xbf\xae\xe5\xa4\x9f \xe9\x80\x9a\xe7\x9f\xa5 \xe5\x91\x8a\xe8\xaf\x89 \xe5\x8f\xaa\xe8\x83\xbd \xe7\x9c\x9f\xe7\x9a\x84 \xe4\xb8\x8d\xe6\x83\xb3 \xe9\xa2\x98\xe5\x86\x99 \xe6\xaf\x95\xe4\xb8\x9a\xe8\xaf\x81'
213,球球uu们帮忙填个待业家里蹲问卷好吗？非常感谢！自己也是个f...,b'\xe5\xbe\x85\xe4\xb8\x9a \xe4\xba\xba\xe7\xbe\xa4 \xe9\x97\xae\xe9\xa2\x98 \xe8\xb0\x83\xe7\xa0\x94 \xe5\xb8\xae\xe5\xbf\x99 \xe7\x9b\xb8\xe5\x85\xb3 \xe7\x90\x83\xe7\x90\x83 \xe9\x97\xae\xe5\x8d\xb7 \xe5\xa4\xb1\xe4\xb8\x9a'
214,为什么越来越多的985/211进入教育机构,b'\xe9\x93\xb6\xe8\xa1\x8c \xe6\x9c\x89\xe6\x97\xb6\xe5\x80\x99 \xe6\x98\xaf\xe4\xb8\x8d\xe6\x98\xaf \xe6\x9c\xba\xe6\x9e\x84 \xe6\x9b\xbe\xe7\xbb\x8f \xe5\xa4\x96\xe6\x94\xbe \xe7\xab\x9e\xe4\xba\x89 \xe6\x95\x99\xe8\x82\xb2 \xe6\x8b\xbf\xe5\x88\xb0 \xe9\x80\x89\xe6\x8b\xa9'
215,有本科倒霉蛋被抽中论文盲审吗？,b'\xe7\xad\x94\xe8\xbe\xa9 \xe7\x9b\xb2\xe5\xae\xa1 \xe6\x8a\xbd\xe5\x88\xb0 \xe5\x88\x86\xe4\xba\xab \xe6\x96\x87\xe7\x9b\xb2 \xe4\xb8\xad\xe8\xae\xba \xe5\x90\x8c\xe6\x84\x8f \xe5\x88\x86\xe4\xb8\xba \xe9\x9c\x87\xe6\x83\x8a \xe6\x8a\xbd\xe4\xb8\xad'
216,985本英硕，毕业即失业,b'\xe8\x96\xaa\xe6\xb0\xb4 \xe9\x9d\xa2\xe8\xaf\x95 \xe5\xb7\xa5\xe4\xbd\x9c \xe5\xae\x9e\xe4\xb9\xa0 \xe7\xbb\x8f\xe5\x8e\x86 \xe8\x83\x8c\xe6\x99\xaf \xe6\x8e\xa8\xe8\x8d\x90 \xe4\xb8\x93\xe4\xb8\x9a \xe5\x88\x86\xe6\x9e\x90 \xe5\x85\xa5\xe8\x81\x8c'
217,体制内小镇做题家咸鱼本five长帖记录，试验用这一生能不能靠...,b'\xe7\x94\x9f\xe6\xb4\xbb \xe5\xb0\x9d\xe8\xaf\x95 \xe6\x97\xb6\xe9\x97\xb4 \xe5\xb7\xa5\xe4\xbd\x9c \xe7\xb2\xbe\xe5\x8a\x9b \xe5\x8f\xaa\xe8\x83\xbd \xe5\xbc\x80\xe9\x94\x80 \xe5\xa4\xa7\xe5\xad\xa6 \xe6\x89\xa7\xe5\xbf\xb5 \xe5\xae\x9a\xe5\xb1\x85'
218,大家焦虑身体有什么反应,b'\xe8\xba\xab\xe4\xbd\x93 \xe7\x84\xa6\xe8\x99\x91 \xe5\x8f\x8d\xe5\xba\x94'
219,金融硕士的就业前景怎么样？,b'\xe9\x87\x91\xe8\x9e\x8d \xe7\xa1\x95\xe5\xa3\xab \xe7\x89\xb9\xe5\x88\xab \xe5\xad\xa6\xe6\xa0\xa1 \xe7\xae\x97\xe6\x98\xaf \xe5\xb0\xb1\xe4\xb8\x9a \xe5\xad\xa6\xe6\x9c\xaf \xe5\x90\xac\xe8\xaf\xb4 \xe7\xba\xa2\xe5\x88\xa9 \xe6\xb2\xa1\xe7\xa9\xba'
