id,title,key
220,23考研专业咨询：马理论or法硕（非法本）,b'\xe4\xb8\x8d\xe6\x83\xb3 \xe5\x92\xa8\xe8\xaf\xa2 \xe4\xb8\x93\xe4\xb8\x9a \xe7\x9f\xa5\xe9\x81\x93 \xe6\xaf\x94\xe8\xbe\x83 \xe7\xa1\x95\xe5\xa3\xab \xe6\x84\x9f\xe5\x85\xb4\xe8\xb6\xa3 \xe8\x80\x83\xe7\xa0\x94 \xe7\x90\x86\xe8\xae\xba \xe9\x87\x91\xe8\x9e\x8d'
221,学校里的企业管理编如何,b'\xe4\xba\x8b\xe4\xb8\x9a \xe6\x95\x99\xe5\xb8\x88 \xe4\xbc\x81\xe4\xb8\x9a \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe8\x80\x81\xe5\xb8\x88 \xe5\x90\x8c\xe5\xb7\xa5\xe5\x90\x8c\xe9\x85\xac \xe5\x85\xb7\xe4\xbd\x93 \xe7\xae\xa1\xe7\x90\x86 \xe8\x80\x83\xe5\x85\xac \xe6\x96\xb9\xe4\xbe\xbf'
222,985硕退学进行中(更新中),b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xb7\xa5\xe7\xa7\x91 \xe6\xaf\x94\xe8\xbe\x83 \xe4\xbc\xa0\xe7\xbb\x9f \xe4\xb8\x93\xe4\xb8\x9a \xe5\xad\xa6\xe7\xa7\x91 \xe5\xbf\xbd\xe7\x95\xa5\xe4\xb8\x8d\xe8\xae\xa1 \xe9\x80\x80\xe5\xad\xa6 \xe5\xbe\x88\xe5\xb0\x8f \xe6\x9d\xa1\xe4\xbb\xb6'
223,来杭州点了一年的钱,b'\xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe5\xaf\x82\xe5\xaf\x9e \xe5\xb7\xa5\xe4\xbd\x9c \xe8\xbd\xac\xe8\xb4\xa6 \xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe6\x9f\x9c\xe5\x91\x98 \xe8\xb7\xb3\xe5\x87\xba \xe7\x94\x9f\xe7\x89\xa9 \xe4\xb8\x8b\xe7\x8f\xad \xe6\x94\xb9\xe5\x8f\x98'
224,十面九拒剩下一个被毁约，20届five的挣扎之旅,b'\xe6\x9c\x8b\xe5\x8f\x8b \xe5\xad\xa6\xe6\xa0\xa1 \xe7\xbb\x8f\xe5\x8e\x86 \xe5\x85\xac\xe5\x8f\xb8 \xe5\xbe\x97\xe5\x88\xb0 \xe6\x88\x90\xe4\xb8\xba \xe5\xb7\xa5\xe4\xbd\x9c \xe7\xbb\xa7\xe7\xbb\xad \xe5\xae\x9e\xe4\xb9\xa0 \xe6\x84\x8f\xe4\xb9\x89'
225,可以在组里求一个《环境监测》的pdf嘛？（已求到，申删谢谢）,b'\xe7\x94\xb3\xe5\x88\xa0 \xe6\xa5\xbc\xe4\xb8\xbb \xe6\x9c\x8b\xe5\x8f\x8b \xe7\x9f\xa5\xe9\x81\x93 \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe6\x84\x9f\xe6\x81\xa9 \xe7\xbb\x84\xe9\x87\x8c\xe6\xb1\x82 \xe7\x8e\xaf\xe5\xa2\x83\xe7\x9b\x91\xe6\xb5\x8b \xe5\x88\x86\xe4\xba\xab \xe8\xb5\x84\xe6\xba\x90'
226,疫情，怎么又是你__,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe7\x9f\xa5\xe9\x81\x93 \xe6\x96\x87\xe7\xab\xa0 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\xaf\xbc\xe5\xb8\x88 \xe7\xa0\x94\xe7\xa9\xb6 \xe5\xae\x9e\xe7\x8e\xb0 \xe7\xbc\x96\xe7\xa8\x8b \xe8\x80\x81\xe6\x9d\xbf \xe8\xaf\xbb\xe7\xa0\x94'
227,直接这么写明...这河狸吗...金融真是 卷生卷死,b'\xe6\xb2\xb3\xe7\x8b\xb8 \xe7\x94\x9f\xe5\x8d\xb7 \xe9\x87\x91\xe8\x9e\x8d \xe7\x9c\x9f\xe6\x98\xaf \xe5\xb0\x8f\xe6\x97\xb6 \xe5\xb7\xa5\xe4\xbd\x9c\xe5\x88\xb6 \xe5\x86\x99\xe6\x98\x8e'
228,麻烦大家帮忙填个问卷好吗,b'\xe9\x97\xae\xe5\x8d\xb7 \xe5\xa5\xbd\xe5\xbf\x83 \xe8\xb0\x83\xe6\x9f\xa5 \xe4\xba\xba\xe4\xbb\xac \xe5\xb8\xae\xe5\xbf\x99'
229,月薪五千。。。,b'\xe5\xad\xa6\xe7\x94\x9f \xe7\x8e\xb0\xe7\x8a\xb6 \xe6\x97\xb6\xe9\x97\xb4 \xe5\xb0\x8f\xe6\x97\xb6 \xe5\x89\xa9\xe4\xb8\x8b \xe8\xae\xb2\xe9\xa2\x98 \xe8\x87\xaa\xe7\x94\xb1 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\x89\x8b\xe6\x9c\xba \xe6\x9b\xb4\xe6\x96\xb0'
230,6.4更新被辅导员通知今年开始体测卡毕业了/好像真的要因为体...,b'\xe8\x80\x81\xe5\xb8\x88 \xe5\x9b\x9e\xe6\x9d\xa5 \xe4\xb8\x8d\xe5\x88\xb0 \xe8\xbe\x85\xe5\xaf\xbc\xe5\x91\x98 \xe4\xb8\x8a\xe7\x8f\xad \xe6\xaf\x95\xe4\xb8\x9a \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xb7\xb2\xe7\xbb\x8f \xe5\x81\x9a\xe5\x88\xb0 \xe6\x89\x93\xe7\x94\xb5\xe8\xaf\x9d'
231,如果当初读了研，现在境况会不会好很多,b'\xe7\xa8\xb3\xe5\xae\x9a \xe5\xa5\x97\xe8\xb7\xaf \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xba\x8b\xe4\xb8\x9a\xe5\x8d\x95\xe4\xbd\x8d \xe5\x85\xac\xe5\x91\x8a \xe6\xb2\xa1\xe7\x94\xa8 \xe4\xba\x94\xe9\x99\xa9 \xe6\x9c\xac\xe7\xa7\x91\xe5\xad\xa6\xe5\x8e\x86 \xe5\xa4\xb1\xe4\xb8\x9a \xe5\x9c\xb0\xe5\x8d\xa1'
232,听说今年湖南理科状元是16届的榜眼（本人在楼里）,b'\xe9\x80\x80\xe5\xad\xa6 \xe6\xb2\xa1\xe6\x9c\x89\xe5\x8b\x87\xe6\xb0\x94 \xe8\xa7\x89\xe5\xbe\x97 \xe5\xbf\x98\xe5\x85\xb3 \xe6\x92\x9e\xe7\xa0\xb4 \xe4\xb8\x80\xe5\xb9\xb6 \xe5\xb0\xb4\xe5\xb0\xac \xe8\xa2\xab\xe5\x8a\xa8 \xe8\x87\xb3\xe4\xbb\x8a \xe6\x83\xb3\xe6\xb3\x95'
233,文科转码，组里uu们出个建议,b'\xe5\x87\x86\xe5\xa4\x87 \xe6\x96\x87\xe7\xa7\x91 \xe6\x94\xbf\xe7\xad\x96 \xe8\xbd\xac\xe8\xa1\x8c \xe6\x84\x9f\xe5\x85\xb4\xe8\xb6\xa3 \xe5\xae\x9e\xe4\xb9\xa0 \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe7\x95\x99\xe5\xad\xa6 \xe7\xa0\x94\xe7\xa9\xb6 \xe5\xad\xa6\xe4\xb9\xa0'
234,30岁老哥目睹今日之内卷,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xb9\xb4\xe8\xbd\xbb\xe4\xba\xba \xe6\x8b\x85\xe5\xbf\x83 \xe6\xa0\xb9\xe6\x9c\xac \xe7\x9c\x9f\xe7\x9a\x84 \xe8\x80\x81\xe5\x93\xa5 \xe7\x9c\x8b\xe4\xb9\xa6 \xe8\xaf\x95\xe9\x94\x99 \xe4\xb8\x8b\xe7\x8f\xad \xe5\x8f\xaa\xe8\x83\xbd'
235,98five却心气很高的我,b'\xe4\xba\xb2\xe6\x88\x9a \xe5\xa4\xa7\xe5\x8e\x82 \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xb8\x8d\xe8\x82\xaf \xe7\x94\xb5\xe9\x9d\xa2 \xe8\xa7\x89\xe5\xbe\x97 \xe6\x8b\x9b\xe4\xba\xba \xe5\xb7\xb2\xe7\xbb\x8f \xe5\xb2\x97\xe4\xbd\x8d \xe6\x9c\x8b\xe5\x8f\x8b'
236,如果为了逃避工作的话，要不要选择读博,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe7\x94\x9f\xe6\xb4\xbb \xe5\x90\x8e\xe5\x8f\xb0 \xe5\x91\x9c\xe5\x91\x9c \xe5\x89\xaf\xe4\xb8\x9a \xe8\x80\x83\xe5\x85\xac \xe8\xbe\x9e\xe8\x81\x8c \xe5\xb7\xa5\xe8\xb5\x84 \xe5\xaf\xbc\xe5\xb8\x88 \xe7\x9c\x9f\xe7\x9a\x84'
237,外交部行政司公开遴选和选调,b'\xe5\xa5\xb3\xe7\x94\x9f \xe7\xae\xa1\xe7\x90\x86 \xe5\xb7\xa5\xe7\xa8\x8b \xe8\x80\x83\xe5\x8d\xa1 \xe8\xa1\x8c\xe6\x94\xbf \xe9\x81\xb4\xe9\x80\x89 \xe4\xb8\xa5\xe9\x87\x8d \xe6\x98\xaf\xe5\x90\xa6\xe6\x98\xaf \xe9\x80\x89\xe8\xb0\x83 \xe5\x87\xba\xe8\xb7\xaf'
238,文科转码，组里uu们出个建议,b'\xe5\x87\x86\xe5\xa4\x87 \xe6\x96\x87\xe7\xa7\x91 \xe6\x94\xbf\xe7\xad\x96 \xe8\xbd\xac\xe8\xa1\x8c \xe6\x84\x9f\xe5\x85\xb4\xe8\xb6\xa3 \xe5\xae\x9e\xe4\xb9\xa0 \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe7\x95\x99\xe5\xad\xa6 \xe7\xa0\x94\xe7\xa9\xb6 \xe5\xad\xa6\xe4\xb9\xa0'
239,30岁老哥目睹今日之内卷,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xb9\xb4\xe8\xbd\xbb\xe4\xba\xba \xe6\x8b\x85\xe5\xbf\x83 \xe6\xa0\xb9\xe6\x9c\xac \xe7\x9c\x9f\xe7\x9a\x84 \xe8\x80\x81\xe5\x93\xa5 \xe7\x9c\x8b\xe4\xb9\xa6 \xe8\xaf\x95\xe9\x94\x99 \xe4\xb8\x8b\xe7\x8f\xad \xe5\x8f\xaa\xe8\x83\xbd'
240,98five却心气很高的我,b'\xe4\xba\xb2\xe6\x88\x9a \xe5\xa4\xa7\xe5\x8e\x82 \xe5\xb7\xa5\xe4\xbd\x9c \xe4\xb8\x8d\xe8\x82\xaf \xe7\x94\xb5\xe9\x9d\xa2 \xe8\xa7\x89\xe5\xbe\x97 \xe6\x8b\x9b\xe4\xba\xba \xe5\xb7\xb2\xe7\xbb\x8f \xe5\xb2\x97\xe4\xbd\x8d \xe6\x9c\x8b\xe5\x8f\x8b'
241,如果为了逃避工作的话，要不要选择读博,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe7\x94\x9f\xe6\xb4\xbb \xe5\x90\x8e\xe5\x8f\xb0 \xe5\x91\x9c\xe5\x91\x9c \xe5\x89\xaf\xe4\xb8\x9a \xe8\x80\x83\xe5\x85\xac \xe8\xbe\x9e\xe8\x81\x8c \xe5\xb7\xa5\xe8\xb5\x84 \xe5\xaf\xbc\xe5\xb8\x88 \xe7\x9c\x9f\xe7\x9a\x84'
242,外交部行政司公开遴选和选调,b'\xe5\xa5\xb3\xe7\x94\x9f \xe7\xae\xa1\xe7\x90\x86 \xe5\xb7\xa5\xe7\xa8\x8b \xe8\x80\x83\xe5\x8d\xa1 \xe8\xa1\x8c\xe6\x94\xbf \xe9\x81\xb4\xe9\x80\x89 \xe4\xb8\xa5\xe9\x87\x8d \xe6\x98\xaf\xe5\x90\xa6\xe6\x98\xaf \xe9\x80\x89\xe8\xb0\x83 \xe5\x87\xba\xe8\xb7\xaf'
243,让我看看是谁在自杀式拖延,b'\xe8\x87\xaa\xe6\x9d\x80\xe5\xbc\x8f \xe6\x8b\x96\xe5\xbb\xb6 \xe7\x9c\x8b\xe7\x9c\x8b \xe5\x8e\x9f\xe6\x9d\xa5'
244,申请删帖,b'\xe4\xb8\x96\xe7\x95\x8c \xe5\xb9\xb4\xe8\xbd\xbb\xe4\xba\xba \xe5\xae\xa2\xe8\xa7\x82 \xe5\xb9\xb4\xe9\xbe\x84 \xe4\xba\x86\xe8\xa7\xa3 \xe8\xa7\x82\xe5\xbf\xb5 \xe5\x86\xb2\xe7\xaa\x81 \xe8\xa1\xa8\xe7\x8e\xb0 \xe7\x9b\xb4\xe7\x99\xbd \xe5\xb7\xa5\xe4\xbd\x9c'
245,有没有拿不到暑期实习offer的友友们,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe4\xb8\x8d\xe5\x88\xb0 \xe6\x8a\x80\xe6\x9c\xaf \xe8\xae\xa1\xe7\xae\x97\xe6\x9c\xba\xe7\x9b\xb8\xe5\x85\xb3 \xe5\x85\xac\xe5\x8f\xb8 \xe4\xb8\x93\xe4\xb8\x9a \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe6\x9c\x89\xe6\xb2\xa1\xe6\x9c\x89 \xe9\x9d\xa2\xe8\xaf\x95 \xe7\x84\xa6\xe8\x99\x91'
246,西交计算机专硕怎么样哇！求解答～,b'\xe5\xad\xa6\xe6\xa0\xa1 \xe8\xae\xa1\xe7\xae\x97\xe6\x9c\xba \xe5\xb0\xb1\xe4\xb8\x9a \xe5\xb0\xb1\xe8\xaf\xbb \xe4\xbd\x93\xe9\xaa\x8c \xe6\x88\x90\xe7\x94\xb5 \xe8\xae\xb2\xe8\xae\xb2 \xe4\xb8\x93\xe7\xa1\x95 \xe6\x83\x85\xe5\x86\xb5 \xe8\xa5\xbf\xe4\xba\xa4'
247,为什么学会计这么痛苦啊！,b'\xe4\xbc\x9a\xe8\xae\xa1 \xe7\xbc\x96\xe7\xa8\x8b \xe6\xaf\x95\xe4\xb8\x9a \xe4\xbc\xb0\xe8\xae\xa1 \xe6\x95\xb0\xe5\xad\xa6 \xe6\x8a\x80\xe8\x83\xbd \xe5\x8f\xaa\xe8\x83\xbd \xe5\x95\x86\xe7\xa7\x91 \xe4\xba\xa7\xe7\x94\x9f \xe8\xa7\xa3\xe5\x86\xb3'
248,毕业多年的大家来分享下自己走过的弯路吧,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe5\xa4\xa7\xe5\xad\xa6 \xe8\x81\x8c\xe5\x9c\xba \xe7\x9e\x8e\xe7\x90\xa2\xe7\xa3\xa8 \xe9\xab\x98\xe7\x82\xb9 \xe5\xbc\xaf\xe8\xb7\xaf \xe9\x80\x89\xe6\x8b\xa9 \xe8\xaf\x95\xe9\x94\x99 \xe8\xae\xba\xe5\x9d\x9b \xe8\xae\xa1\xe5\x88\x92'
249,调剂然后厌学然后满脑子混毕业,b'\xe4\xb8\x93\xe4\xb8\x9a \xe8\xb0\x83\xe5\x89\x82 \xe8\xaf\xbe\xe9\xa2\x98\xe7\xbb\x84 \xe5\x8f\x8d\xe6\xad\xa3 \xe6\xaf\x95\xe4\xb8\x9a \xe9\x80\x9a\xe7\x9f\xa5 \xe6\xbb\xa1\xe8\x84\x91\xe5\xad\x90 \xe4\xb8\xa7\xe5\x88\xb0 \xe5\xa4\xa9\xe5\x9d\x91 \xe7\xa6\xbb\xe5\xbc\x80'
250,__全寝室只有我一个莫得暑期实习,b'\xe5\xae\x9e\xe4\xb9\xa0 \xe4\xba\xba\xe4\xbb\xac \xe6\x89\xbe\xe5\x88\xb0 \xe8\xaf\xb4\xe5\xae\x9e\xe8\xaf\x9d \xe7\xa0\xb4\xe9\x98\xb2 \xe5\x85\xac\xe5\x8f\xb8 \xe5\xa4\xa7\xe5\x8e\x82 \xe5\x85\xb3\xe7\xb3\xbb \xe8\x83\xbd\xe5\x8a\x9b \xe5\xaf\x9d\xe5\xae\xa4'
251,uu们，第一次找互联网运营是不是先去小厂啊,b'\xe8\xbf\x90\xe8\x90\xa5 \xe5\xae\x9e\xe4\xb9\xa0 \xe5\xad\xa6\xe6\xa0\xa1 \xe4\xba\x92\xe8\x81\x94\xe7\xbd\x91 \xe8\x81\x94\xe7\xb3\xbb \xe6\xb2\xa1\xe4\xba\xba \xe7\x94\xb5\xe8\xaf\x9d \xe7\xa4\xbe\xe7\xbe\xa4 \xe7\xbb\x8f\xe9\xaa\x8c\xe4\xb8\xb0\xe5\xaf\x8c \xe9\x94\xbb\xe7\x82\xbc'
252,希望大家给点意见，四川电信省公司营销管理岗vs优衣库umc管培...,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe7\x94\xb5\xe4\xbf\xa1 \xe5\x8f\x91\xe5\xb1\x95 \xe4\xb8\x80\xe8\xbe\xb9 \xe4\xbc\x98\xe8\xa1\xa3 \xe7\xbc\xba\xe7\x82\xb9 \xe4\xbc\x98\xe7\x82\xb9 \xe9\x97\xa8\xe5\xba\x97 \xe8\x90\xa5\xe9\x94\x80 \xe7\xae\xa1\xe7\x90\x86'
253,删,b''
254,被卷王同学给卷了,b'\xe4\xb8\x8a\xe5\xad\xa6 \xe6\x8e\xa5\xe5\x8f\x97 \xe6\xad\xbb\xe4\xba\xba \xe5\x90\x8c\xe5\xad\xa6 \xe8\x80\x83\xe8\xaf\x81 \xe5\xae\x9e\xe4\xb9\xa0 \xe9\x87\x91\xe8\x9e\x8d\xe4\xb8\x9a \xe6\x94\xb9\xe5\x8f\x98 \xe5\xb0\xb1\xe8\xa6\x81 \xe5\xad\xa6\xe4\xbc\x9a'
255,毕业典礼有必要参加吗？,b'\xe5\x8f\x82\xe5\x8a\xa0 \xe7\xa6\xbb\xe5\xbc\x80 \xe6\xaf\x95\xe4\xb8\x9a\xe5\x85\xb8\xe7\xa4\xbc \xe5\xb9\xb2\xe4\xbb\x80\xe4\xb9\x88 \xe5\x9b\x9e\xe5\xae\xb6 \xe5\xbf\x85\xe8\xa6\x81 \xe5\xb0\xb1\xe8\xa6\x81 \xe5\x85\xa5\xe8\x81\x8c \xe7\x9f\xa5\xe9\x81\x93 \xe6\xa5\xbc\xe4\xb8\xbb'
256,感觉亲人完全不能给自己提供任何情绪上的正面价值,b'\xe5\xba\x94\xe8\xaf\xa5 \xe5\x85\xac\xe5\x8a\xa1\xe5\x91\x98 \xe7\x88\xb6\xe6\xaf\x8d \xe5\xa7\x91\xe5\xa6\x88 \xe5\xb9\xb4\xe9\xbe\x84 \xe4\xba\x8c\xe6\x88\x98 \xe5\xa7\xa8\xe5\xa6\x88 \xe5\xad\xa6\xe6\xa0\xa1 \xe4\xb8\x8d\xe6\x83\xb3 \xe4\xba\xba\xe7\x94\x9f'
257,大家有什么业余爱好吗,b'\xe6\x97\xb6\xe9\x97\xb4 \xe6\x97\xa5\xe5\xad\x90 \xe6\xa0\xb9\xe6\x9c\xac \xe8\x80\x83\xe5\x89\x8d \xe5\x85\xb4\xe8\xb6\xa3\xe7\x88\xb1\xe5\xa5\xbd \xe5\xad\xa6\xe4\xb9\xa0 \xe4\xb8\x8d\xe6\x83\xb3 \xe6\x8a\xb1\xe4\xbd\x9b\xe8\x84\x9a \xe6\xb6\x88\xe9\x81\xa3 \xe4\xb8\x9a\xe4\xbd\x99\xe7\x88\xb1\xe5\xa5\xbd'
258,商科five求教考研择校问题,b'\xe8\x80\x83\xe7\xa0\x94 \xe6\x8b\xa9\xe6\xa0\xa1 \xe5\xb0\xb1\xe4\xb8\x9a \xe8\xaf\xb7\xe6\x95\x99 \xe5\x95\x86\xe7\xa7\x91 \xe7\x9f\xa5\xe9\x81\x93 \xe5\x88\xb8\xe5\x95\x86 \xe5\xba\x94\xe8\xaf\xa5 \xe7\x8e\xaf\xe5\xa2\x83 \xe8\xbf\x9b\xe4\xb8\x8d\xe4\xba\x86'
259,大家毕业证都啥时候发，答辩过了几天能发,b'\xe5\x9b\x9e\xe5\xae\xb6 \xe5\x91\x90\xe5\x96\x8a \xe6\x9d\xa5\xe8\x87\xaa \xe5\xbf\xab\xe7\x82\xb9 \xe6\xaf\x95\xe4\xb8\x9a\xe5\x85\xb8\xe7\xa4\xbc \xe5\xad\xa6\xe9\x99\xa2 \xe5\x8f\xaf\xe8\xa1\x8c'
260,友友们学校要填灵活就业表但是我没有单位怎么办,b'\xe7\x81\xb5\xe6\xb4\xbb \xe5\xb0\xb1\xe4\xb8\x9a \xe9\x9c\x80\xe8\xa6\x81 \xe5\xad\xa6\xe6\xa0\xa1 \xe5\x8d\x95\xe4\xbd\x8d \xe5\xb7\xa5\xe4\xbd\x9c \xe5\x8f\x8b\xe5\x8f\x8b'
261,记录宿舍朋友寡疯了的日常 不定期更新,b'\xe5\xae\xbf\xe8\x88\x8d \xe8\xb0\x88\xe6\x81\x8b\xe7\x88\xb1 \xe5\xb9\xbd\xe9\xbb\x98 \xe9\xa5\xa5\xe6\xb8\xb4 \xe6\x9c\x8b\xe5\x8f\x8b \xe5\xbe\x81\xe5\xbe\x97 \xe6\x9b\xb4\xe6\x96\xb0 \xe5\xa7\x91\xe5\xa8\x98 \xe7\x9b\xae\xe7\x9a\x84 \xe8\xb9\xa6\xe5\x87\xba\xe6\x9d\xa5'
262,天津末流985机械专业，大一转专业失败，要退学复读吗,b'\xe6\x9c\xba\xe6\xa2\xb0 \xe4\xb8\x93\xe4\xb8\x9a \xe5\xa5\xb3\xe7\x94\x9f \xe9\x80\x80\xe5\xad\xa6 \xe5\x8f\x8b\xe5\x8f\x8b \xe7\x9c\x8b\xe5\x88\xb0 \xe5\xb0\xb1\xe4\xb8\x9a \xe5\xa4\x8d\xe8\xaf\xbb \xe6\xa5\xbc\xe4\xb8\xbb \xe5\xa4\xb1\xe8\xb4\xa5'
263,失业-再就业-跳槽：天助自助的five是真的～,b'\xe9\x9d\xa2\xe8\xaf\x95 \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xa4\xb1\xe4\xb8\x9a \xe6\xb4\xbb\xe5\x8a\xa8 \xe5\x86\x8d\xe4\xb9\x9f \xe6\x80\xbb\xe8\x83\xbd \xe9\x81\x93\xe9\x98\xbb \xe6\x9c\x8b\xe5\x8f\x8b \xe6\xb2\xa1\xe5\x85\xb3\xe7\xb3\xbb \xe6\x9c\xba\xe4\xbc\x9a'
264,无意冒犯,b'\xe4\xba\xb2\xe4\xba\xba \xe5\x86\x92\xe7\x8a\xaf \xe6\x97\xa0\xe6\x84\x8f \xe6\x8a\x91\xe9\x83\x81 \xe5\x88\x86\xe8\xa3\x82 \xe7\xbb\x93\xe6\x9d\x9f \xe5\x87\x86\xe5\xa4\x87 \xe4\xb8\xa5\xe9\x87\x8d \xe5\x81\x87\xe8\xae\xbe'
265,大龄未婚女青年，毕业9年一事无成，想振作起来！,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe6\xaf\x95\xe4\xb8\x9a \xe7\xa6\xbb\xe8\x81\x8c \xe9\xa2\x86\xe5\xaf\xbc \xe6\x84\xbf\xe6\x84\x8f \xe6\x9c\xaa\xe5\xa9\x9a \xe5\x8f\x98\xe5\x8c\x96 \xe5\xa4\xb1\xe8\xb4\xa5 \xe5\x8e\x9f\xe5\x9b\xa0 \xe6\x94\xb6\xe5\x88\xb0'
266,六一儿童节，我提出了辞职。,b'\xe6\xb0\x9b\xe5\x9b\xb4 \xe8\xbe\x9e\xe8\x81\x8c \xe5\x84\xbf\xe7\xab\xa5\xe8\x8a\x82 \xe6\x84\x89\xe5\xbf\xab \xe5\xba\xa6\xe8\xbf\x87 \xe9\xa5\xae\xe8\x8c\xb6 \xe8\xbf\x98\xe7\xbb\x99 \xe5\x9b\x9e\xe5\xae\xb6 \xe4\xba\xab\xe6\xb8\x85\xe7\xa6\x8f \xe6\x8f\x90\xe5\x87\xba'
267,家里人介绍工作vs自己找的工作,b'\xe5\xa4\x96\xe8\xb4\xb8 \xe4\xb8\x9a\xe5\x8a\xa1\xe5\x91\x98 \xe6\x8e\xa7\xe5\x88\xb6 \xe5\xb7\xa5\xe4\xbd\x9c \xe6\x95\x99\xe5\x9f\xb9 \xe8\xa7\x89\xe5\xbe\x97 \xe7\x9b\xb8\xe4\xba\xb2 \xe8\xa6\x81\xe6\xb1\x82 \xe6\x84\x9f\xe8\xa7\x89 \xe7\x9f\xa5\xe9\x81\x93'
268,天津末流985机械专业，大一转专业失败，要退学复读吗,b'\xe6\x9c\xba\xe6\xa2\xb0 \xe4\xb8\x93\xe4\xb8\x9a \xe5\xa5\xb3\xe7\x94\x9f \xe9\x80\x80\xe5\xad\xa6 \xe5\x8f\x8b\xe5\x8f\x8b \xe7\x9c\x8b\xe5\x88\xb0 \xe5\xb0\xb1\xe4\xb8\x9a \xe5\xa4\x8d\xe8\xaf\xbb \xe6\xa5\xbc\xe4\xb8\xbb \xe5\xa4\xb1\xe8\xb4\xa5'
269,失业-再就业-跳槽：天助自助的five是真的～,b'\xe9\x9d\xa2\xe8\xaf\x95 \xe7\x9c\x9f\xe7\x9a\x84 \xe5\xa4\xb1\xe4\xb8\x9a \xe6\xb4\xbb\xe5\x8a\xa8 \xe5\x86\x8d\xe4\xb9\x9f \xe6\x80\xbb\xe8\x83\xbd \xe9\x81\x93\xe9\x98\xbb \xe6\x9c\x8b\xe5\x8f\x8b \xe6\xb2\xa1\xe5\x85\xb3\xe7\xb3\xbb \xe6\x9c\xba\xe4\xbc\x9a'
270,无意冒犯,b'\xe4\xba\xb2\xe4\xba\xba \xe5\x86\x92\xe7\x8a\xaf \xe6\x97\xa0\xe6\x84\x8f \xe6\x8a\x91\xe9\x83\x81 \xe5\x88\x86\xe8\xa3\x82 \xe7\xbb\x93\xe6\x9d\x9f \xe5\x87\x86\xe5\xa4\x87 \xe4\xb8\xa5\xe9\x87\x8d \xe5\x81\x87\xe8\xae\xbe'
271,大龄未婚女青年，毕业9年一事无成，想振作起来！,b'\xe5\xb7\xa5\xe4\xbd\x9c \xe6\xaf\x95\xe4\xb8\x9a \xe7\xa6\xbb\xe8\x81\x8c \xe9\xa2\x86\xe5\xaf\xbc \xe6\x84\xbf\xe6\x84\x8f \xe6\x9c\xaa\xe5\xa9\x9a \xe5\x8f\x98\xe5\x8c\x96 \xe5\xa4\xb1\xe8\xb4\xa5 \xe5\x8e\x9f\xe5\x9b\xa0 \xe6\x94\xb6\xe5\x88\xb0'
